,Age,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Attractive,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Surprised,Threatening,Trustworthy,Unusual
BF-038,26.45744681,0.989361702,0.010638298,0,0.978723404,0.010638298,0.010638298,0,0,2.591397849,4.815217391,1.892473118,2.483870968,3.752688172,3.888888889,2.924731183,1.456521739,3.456521739,4.392156863,2.720430108,1.860215054,4.150537634,2.75,3.141304348
BF-039,24.87640449,1,0,0,0.988888889,0,0,0.011111111,0,2.844444444,2.272727273,3.322222222,2.633333333,2.144444444,2.111111111,4.511111111,2.179775281,1.977777778,3.846153846,3.444444444,1.933333333,1.777777778,3.719101124,2.222222222
BF-040,20.65517241,0.988505747,0.011494253,0,0.988505747,0,0,0,0.011494253,2.068965517,2.091954023,3.206896552,2.965517241,2.093023256,2.55,4.068965517,2.574712644,2.517241379,3.978723404,3.08045977,1.574712644,1.747126437,3.505747126,1.931034483
BF-041,65.34736842,0.978947368,0.021052632,0,0.873684211,0.052631579,0.021052632,0.042105263,0.010526316,1.872340426,2.063829787,4,4.010638298,1.795698925,1.933333333,4.723404255,3.776595745,2.074468085,3.238095238,2.159574468,1.914893617,1.893617021,4.247311828,2.180851064
BF-042,21.29545455,0.977272727,0.022727273,0.011363636,0.943181818,0.022727273,0.011363636,0.011363636,0,2.375,2.590909091,3.738636364,4,2.356321839,2.461538462,4.522727273,2.333333333,2.534090909,3.816326531,3.090909091,2,2.193181818,3.727272727,2.227272727
BF-043,23.50526316,0.978494624,0.021505376,0,0.936170213,0.010638298,0.010638298,0.031914894,0.010638298,2.268817204,2.402173913,3.225806452,3.021505376,2.456521739,2.444444444,4.336956522,2.569892473,2.35483871,3.87755102,2.709677419,1.849462366,2.065217391,3.903225806,2.086021505
BF-044,25.57446809,0.808510638,0.191489362,0,0.904255319,0.010638298,0.010638298,0.074468085,0,2.215053763,3.095744681,2.106382979,2.861702128,2.691489362,3.214285714,2.765957447,2.159574468,3.819148936,4.2,3.042553191,1.744680851,2.542553191,3.255319149,3.14893617
BF-045,22.93617021,0.893617021,0.106382979,0,0.734042553,0.063829787,0.095744681,0.106382979,0,2.574468085,3.301075269,2.787234043,2.563829787,2.638297872,2.884615385,3.414893617,1.723404255,2.978723404,2.775,3.180851064,1.893617021,2.70212766,3.234042553,2.85106383
BF-047,34.21348315,1,0,0,0.95505618,0.011235955,0,0.033707865,0,2.204545455,2.988636364,2.909090909,1.727272727,2.829545455,4.16,3.852272727,2.306818182,2.840909091,4.066666667,2.625,1.829545455,2.818181818,3.386363636,2.551724138
BF-048,30.76344086,0.989361702,0.010638298,0,0.968085106,0,0.010638298,0.021276596,0,2.117021277,2.032258065,2.680851064,1.925531915,1.744680851,2.6,3.489361702,2.489361702,2.64893617,3.897435897,2.425531915,1.882978723,1.861702128,3.419354839,2.095744681
BF-049,20.82978723,0.989361702,0.010638298,0.010638298,0.957446809,0.010638298,0.010638298,0.010638298,0,2.095744681,1.904255319,4.446808511,3.606382979,2.010638298,2.074074074,5.212765957,3.563829787,1.744680851,3.5,2.159574468,2.414893617,1.784946237,4.107526882,2.414893617
BF-050,22.375,0.979166667,0.020833333,0,0.989583333,0,0,0.010416667,0,2.510416667,3.431578947,3.791666667,2.635416667,3.094736842,3.107142857,4.760416667,2.385416667,2.114583333,3.863636364,2.452631579,2.71875,2.708333333,3.427083333,2.979166667
BF-051,33.40229885,0.988505747,0.011494253,0.011494253,0.977011494,0.011494253,0,0,0,2.011494253,3.586206897,2.137931034,1.988505747,2.977011494,3.666666667,3.195402299,1.931034483,3.045977011,4.022727273,2.471264368,1.802325581,3.275862069,2.896551724,2.862068966
BF-200,31.4137931,1,0,0,0.793103448,0,0.172413793,0.034482759,0,1.827586207,2.896551724,1.551724138,2.068965517,2.310344828,3.75862069,2.714285714,1.896551724,3.413793103,3.631578947,2.137931034,1.607142857,2.965517241,2.379310345,3.310344828
BF-201,27.4,1,0,0,1,0,0,0,0,1.6,2.04,4.16,1.72,1.8,2.36,5,2.52,1.52,3.673913043,1.8,1.56,1.88,3.84,2.12
BF-202,37.63333333,1,0,0,1,0,0,0,0,2.866666667,4.2,3.066666667,1.233333333,3.366666667,3.866666667,4.033333333,1.2,2.633333333,3.574468085,4.6,1.448275862,2.8,2.933333333,2.333333333
BF-203,47.76,0.958333333,0.041666667,0,0.08,0.12,0.64,0.04,0.12,2.208333333,3.24,2.48,1.2,3.24,1.958333333,4.32,1.44,1.64,1.306122449,2.72,1.625,1.68,3.12,2.12
BF-204,31.5,1,0,0,1,0,0,0,0,1.333333333,1.708333333,4,2.291666667,1.375,2.333333333,4.875,3.333333333,1.583333333,3.906976744,1.875,1.782608696,1.458333333,3.916666667,1.833333333
BF-205,29.35714286,0.964285714,0.035714286,0,0.964285714,0,0.035714286,0,0,2.035714286,2.428571429,2.607142857,2.035714286,1.75,2.714285714,3.714285714,2.107142857,2.107142857,3.833333333,2.607142857,1.535714286,2.464285714,2.851851852,2.821428571
BF-206,31.75,1,0,0,0.964285714,0,0.035714286,0,0,1.461538462,2.142857143,2.321428571,1.964285714,1.857142857,3,3.5,2.518518519,2.321428571,3.979166667,2.071428571,1.428571429,2.321428571,3.25,1.678571429
BF-207,22.60714286,0.964285714,0.035714286,0,0.214285714,0.285714286,0.5,0,0,1.678571429,1.964285714,3.814814815,2.214285714,2.071428571,2.407407407,4.392857143,1.571428571,2,1.791666667,3.142857143,1.321428571,1.925925926,3.285714286,2.035714286
BF-208,26.13333333,0.966666667,0.033333333,0,0.966666667,0,0.033333333,0,0,2.066666667,2.366666667,3.366666667,2.1,2.033333333,2.733333333,4.433333333,1.7,2,3.954545455,2.966666667,1.333333333,1.933333333,3.466666667,2.3
BF-209,27.35714286,1,0,0,0.142857143,0.464285714,0.321428571,0.071428571,0,1.888888889,2.259259259,2.428571429,2.25,1.678571429,2.259259259,3.785714286,1.964285714,2.142857143,1.586956522,3.037037037,1.5,2.142857143,3.821428571,2.037037037
BF-210,24,1,0,0,0.962962963,0,0.037037037,0,0,1.555555556,1.555555556,4.074074074,2.814814815,1.814814815,2.111111111,4.962962963,3.538461538,1.62962963,3.5,1.68,1.777777778,1.592592593,4.076923077,3.148148148
BF-211,51.7037037,1,0,0,0.851851852,0,0.148148148,0,0,1.481481481,2.185185185,2.518518519,1.222222222,1.62962963,3,3.814814815,2.185185185,2.44,2.5,1.962962963,1.592592593,1.923076923,3.88,2.703703704
BF-212,29.04,1,0,0,0.92,0,0.08,0,0,1.333333333,1.583333333,4.6,2.24,1.48,2.92,5.166666667,4.541666667,1.88,3.363636364,1.48,1.64,1.75,4.333333333,2.28
BF-213,36.48148148,1,0,0,0.814814815,0.037037037,0.148148148,0,0,1.740740741,2.666666667,2.481481481,1.925925926,1.666666667,2.62962963,3.555555556,1.407407407,2.111111111,3.3125,2.148148148,1.481481481,2.592592593,2.740740741,1.851851852
BF-214,32.84615385,1,0,0,0.846153846,0,0.153846154,0,0,1.538461538,2.153846154,4.846153846,1.769230769,1.769230769,3.461538462,5.461538462,2.461538462,1.653846154,3.044444444,1.615384615,1.346153846,2.307692308,3.76,3.115384615
BF-215,31.56666667,1,0,0,0.966666667,0,0,0.033333333,0,1.933333333,2.766666667,3.857142857,1.633333333,2.2,3.233333333,4.733333333,1.866666667,2.133333333,4.113636364,1.933333333,1.733333333,2.366666667,2.933333333,1.9
BF-216,24.71428571,0.962962963,0.037037037,0,0.607142857,0.035714286,0.357142857,0,0,1.785714286,1.821428571,4.892857143,2.148148148,1.5,2.555555556,6,1.892857143,1.178571429,2.153846154,2.142857143,1.571428571,1.444444444,3.607142857,2.392857143
BF-217,29.96428571,1,0,0,0.965517241,0,0.034482759,0,0,1.551724138,1.586206897,4.714285714,2.344827586,1.724137931,2.379310345,5.448275862,3.142857143,1.172413793,3.255813953,1.827586207,2.206896552,1.5,4.178571429,1.724137931
BF-218,29.84,1,0,0,1,0,0,0,0,1.24,1.32,5.08,1.76,1.2,3.2,5.625,4.08,1.52,4.292682927,1.32,1.52,1.28,4.28,2.52
BF-219,37.13793103,1,0,0,1,0,0,0,0,1.678571429,2.464285714,2.310344828,1.379310345,2.034482759,3.586206897,3.137931034,1.655172414,2.75862069,4.117647059,2.965517241,1.517241379,2.655172414,3.068965517,2.034482759
BF-220,33.34482759,1,0,0,1,0,0,0,0,1.233333333,1.366666667,2.266666667,1.566666667,1.3,2.566666667,3.366666667,2.5,1.833333333,4.382352941,1.633333333,1.466666667,1.633333333,3.1,1.344827586
BF-221,27.04166667,1,0,0,1,0,0,0,0,1.12,1.2,4.64,1.92,1.2,2.68,5.52,4.36,1.52,3.975609756,1.48,1.36,1.48,3.88,2.52
BF-222,26,1,0,0.034482759,0.896551724,0,0.068965517,0,0,2.344827586,2.379310345,3.517241379,2.357142857,2.321428571,2.724137931,4.344827586,2.285714286,2.172413793,3.191489362,2.517241379,2.75862069,1.931034483,3.206896552,2.448275862
BF-223,26.86363636,0.952380952,0.047619048,0,0.954545455,0,0.045454545,0,0,1.727272727,2,4.454545455,2.863636364,1.636363636,2.590909091,5.454545455,2.954545455,1.454545455,3.210526316,1.863636364,1.272727273,1.636363636,3.5,2.238095238
BF-224,42.48275862,1,0,0,1,0,0,0,0,1.862068966,3.034482759,2.034482759,1.448275862,2.310344828,4,2.75862069,1.344827586,3.620689655,4.404761905,2.482758621,1.413793103,3.482758621,2.448275862,2.482758621
BF-225,42.03846154,1,0,0,1,0,0,0,0,1.730769231,2.653846154,2.692307692,1.692307692,2.230769231,3.846153846,3.730769231,2.230769231,3.08,4.1875,2.192307692,1.461538462,2.538461538,3.5,2.461538462
BF-226,29.2962963,1,0,0,0.925925926,0,0.074074074,0,0,1.461538462,1.555555556,4.62962963,2.777777778,1.461538462,2.923076923,5.481481481,2.653846154,1.518518519,3.3125,1.592592593,1.518518519,1.481481481,3.740740741,2.62962963
BF-227,36.18518519,1,0,0,1,0,0,0,0,1.925925926,4.740740741,2.111111111,1.666666667,3.62962963,4.884615385,2.592592593,1.592592593,4.269230769,4.358490566,2.615384615,1.703703704,4.37037037,2.62962963,3.111111111
BF-228,36.10344828,1,0,0,1,0,0,0,0,2.068965517,2.448275862,4.103448276,2.172413793,2.206896552,3.25,4.896551724,4.344827586,2.275862069,3.388888889,2.068965517,2.413793103,2.25,4.103448276,2.551724138
BF-229,31.11538462,0.96,0.04,0,1,0,0,0,0,1.961538462,2.269230769,4.730769231,2.32,2.192307692,3.192307692,4.846153846,3.346153846,2.346153846,4.441860465,2,1.769230769,2.2,4.038461538,3.038461538
BF-230,32.40740741,1,0,0,0.923076923,0,0.076923077,0,0,1.37037037,2.185185185,3.518518519,2.037037037,1.576923077,3.076923077,4.461538462,2.62962963,1.592592593,3.391304348,1.888888889,1.230769231,1.888888889,3.461538462,2.333333333
BF-231,39.77777778,1,0,0,0.962962963,0,0,0.037037037,0,2.148148148,3.037037037,2.888888889,1.888888889,2.555555556,3.62962963,3.814814815,2.185185185,3.037037037,4.19047619,2.592592593,1.888888889,2.962962963,3.481481481,2.692307692
BF-232,27,0.962962963,0.037037037,0,0.925925926,0,0.074074074,0,0,1.962962963,2.111111111,4.666666667,2.555555556,2.111111111,2.481481481,5.888888889,2.923076923,1.777777778,3.256410256,2.222222222,1.740740741,1.925925926,4,2.62962963
BF-233,28.69230769,1,0,0,0.884615385,0,0.115384615,0,0,1.5,1.538461538,5.12,2.153846154,1.230769231,2.153846154,5.88,3.538461538,1.346153846,3.29787234,2.192307692,1.538461538,1.4,4,1.769230769
BF-234,46.59259259,0.962962963,0.037037037,0,0.851851852,0.074074074,0.074074074,0,0,1.851851852,2.666666667,3,1.666666667,2.555555556,2.925925926,4.296296296,2.346153846,2.222222222,2.25,2.444444444,1.653846154,2.423076923,3.333333333,2.740740741
BF-235,29.75862069,0.965517241,0.034482759,0,0.965517241,0,0.034482759,0,0,2.827586207,3.142857143,3.724137931,2.321428571,2.821428571,2.896551724,4.379310345,1.571428571,1.965517241,3.613636364,2.896551724,2,2.068965517,3.5,2.75862069
BF-236,47.62068966,1,0,0,0.068965517,0.517241379,0.206896552,0.068965517,0.137931034,1.678571429,2.586206897,2.689655172,1.068965517,1.931034483,3.24137931,4.571428571,1.862068966,2.103448276,1.11627907,2.448275862,1.551724138,1.724137931,3.517241379,1.965517241
BF-237,33.25,1,0,0.035714286,0.785714286,0.035714286,0.071428571,0.071428571,0,1.892857143,2,4.37037037,2.321428571,1.62962963,2.892857143,5,3.214285714,1.857142857,3.384615385,2,1.857142857,1.678571429,3.964285714,2.214285714
BF-238,45.68,1,0,0,1,0,0,0,0,1.8,2.2,3.28,1.56,2.04,3.16,4.130434783,2.72,2.84,3.810810811,2.28,1.52,1.96,3.666666667,2.12
BF-239,29.75862069,1,0,0,0.965517241,0,0.034482759,0,0,1.655172414,2.793103448,3.103448276,1.551724138,1.75862069,2.928571429,4.448275862,2.068965517,1.448275862,3.465116279,2.655172414,1.620689655,2.24137931,3.379310345,2.24137931
BF-240,24.4137931,1,0,0,0.379310345,0.068965517,0.551724138,0,0,1.689655172,2.24137931,5.310344828,2.75862069,1.448275862,2.413793103,5.896551724,2.275862069,1.206896552,1.720930233,2.586206897,1.310344828,1.517241379,3.724137931,2.793103448
BF-241,25.32142857,0.964285714,0.035714286,0,0.964285714,0,0.035714286,0,0,1.607142857,1.714285714,4.821428571,2.607142857,1.142857143,2.035714286,5.518518519,2.535714286,1.107142857,3.133333333,2,1.296296296,1.444444444,3.392857143,1.642857143
BF-242,27.61538462,1,0,0,0.884615385,0,0.115384615,0,0,1.230769231,1.16,3.692307692,2.48,1.384615385,2.04,4.384615385,2.846153846,2.346153846,2.875,1.615384615,1.44,1.230769231,3.923076923,3.038461538
BF-243,30.70833333,1,0,0,0.96,0,0.04,0,0,1.88,2.4,4.08,2.04,1.958333333,2.92,4.68,2,1.68,3.146341463,2.28,1.44,1.88,3.72,2.24
BF-244,29.10714286,1,0,0,1,0,0,0,0,1.642857143,2.107142857,4.75,2.035714286,1.821428571,2.964285714,5.214285714,2.964285714,1.555555556,3.422222222,2.222222222,1.821428571,2,3.678571429,1.857142857
BF-245,35.40740741,1,0,0,0.964285714,0,0,0.035714286,0,2.75,2.035714286,2.75,2.074074074,1.678571429,2.62962963,4.642857143,2.678571429,2.392857143,3.88372093,3.142857143,1.964285714,2.296296296,3.928571429,2.592592593
BF-246,38.66666667,1,0,0,1,0,0,0,0,1.407407407,2.962962963,2.851851852,1.37037037,3.185185185,3.703703704,4.222222222,2.333333333,2.407407407,4.536585366,1.740740741,1.62962963,2.962962963,3.076923077,2.407407407
BF-247,25.48148148,1,0,0,0.925925926,0,0.074074074,0,0,1.777777778,2.16,4.481481481,2.444444444,1.740740741,2.592592593,5.037037037,2.740740741,1.62962963,3.130434783,2.307692308,1.740740741,1.962962963,3.888888889,2.222222222
BF-248,38.82142857,1,0,0,0.964285714,0,0.035714286,0,0,2.535714286,2.464285714,3.678571429,1.714285714,2.518518519,2.714285714,4.821428571,2.571428571,1.75,3.956521739,2.642857143,1.777777778,2.035714286,3.785714286,2.5
BF-249,29.88461538,0.961538462,0.038461538,0,0.961538462,0,0.038461538,0,0,1.846153846,2.230769231,3.615384615,2.153846154,1.692307692,3.076923077,4.576923077,2.038461538,2.076923077,3.590909091,2.192307692,1.461538462,1.961538462,3.307692308,2.307692308
BF-250,31.0952381,1,0,0,1,0,0,0,0,1.666666667,2.095238095,3.947368421,1.666666667,1.80952381,2.952380952,5.523809524,3.476190476,2,3.948717949,2.35,2.047619048,1.571428571,4.047619048,2.047619048
BF-251,38.07407407,1,0,0,0.925925926,0,0.074074074,0,0,1.259259259,1.777777778,4.192307692,1.703703704,1.444444444,2.703703704,5.074074074,4.185185185,1.37037037,3.475,1.555555556,1.461538462,1.481481481,4.62962963,1.962962963
BF-252,38.13043478,1,0,0,0.913043478,0,0.086956522,0,0,2.173913043,2.545454545,2.565217391,2.652173913,2.363636364,2.818181818,3.826086957,2.409090909,2.869565217,3.444444444,2.695652174,1.590909091,2.043478261,3.304347826,2.739130435
BF-253,30.20833333,1,0,0,1,0,0,0,0,1.458333333,2.045454545,2.666666667,2.125,1.75,2.869565217,4.166666667,2.541666667,2.25,4.575,1.833333333,1.291666667,1.791666667,4.125,1.958333333
BF-254,41.03703704,0.962962963,0.037037037,0,0.740740741,0,0.259259259,0,0,1.62962963,3.185185185,2.666666667,1.592592593,2.111111111,3,4.230769231,1.925925926,1.88,2.704545455,2.115384615,1.185185185,2.481481481,3.62962963,2
BF-255,32.19230769,1,0,0,0.615384615,0.038461538,0.346153846,0,0,2.038461538,1.846153846,3.884615385,2.038461538,1.730769231,2.307692308,4.538461538,2.423076923,2.076923077,2.105263158,2.846153846,1.84,1.807692308,3.615384615,2.423076923
BM-001,26.08510638,0,1,0,1,0,0,0,0,2.913978495,3.223404255,2.849462366,2.170212766,2.159574468,3.230769231,1.404255319,1.893617021,5.25,3.909090909,2.510638298,2.393617021,3.23655914,3.063829787,2.478723404
BM-002,25.10638298,0,1,0,0.989361702,0.010638298,0,0,0,1.79787234,2.032608696,3.670212766,2.542553191,1.829787234,3.703703704,2.042553191,3.163043478,4.968085106,3.615384615,2.010638298,1.819148936,2.234042553,3.617021277,2.436170213
BM-003,23.81318681,0.010989011,0.989010989,0.010989011,0.978021978,0.010989011,0,0,0,2.153846154,4.032967033,2.384615385,2.769230769,3.10989011,4.2,1.263736264,1.566666667,5.373626374,3.647058824,3.4,1.604395604,3.692307692,2.813186813,2.714285714
BM-004,35.09160305,0.007633588,0.992366412,0.038167939,0.198473282,0.099236641,0.396946565,0.251908397,0.015267176,1.9453125,2.2,2.480620155,2.348837209,1.992307692,2.6953125,1.596899225,2.5234375,4.1,1.772727273,1.80620155,2.348837209,2.307086614,3.178294574,2.823076923
BM-005,25.20652174,0.010869565,0.989130435,0,0.989130435,0,0,0.010869565,0,3.076086957,2.043956044,2.836956522,2.913043478,2.233333333,2.846153846,1.630434783,1.934065934,4.77173913,4.083333333,4.336956522,1.923913043,2.163043478,3.315217391,2.032608696
BM-009,18.47959184,0,1,0.010309278,0.917525773,0.030927835,0.020618557,0.020618557,0,2.224489796,2.742268041,2.908163265,3.489795918,2.387755102,2.535714286,1.612244898,1.979591837,4.408163265,3.270833333,3.06122449,1.806122449,2.418367347,3.102040816,2
BM-010,22.26595745,0,1,0.010638298,0.936170213,0.042553191,0,0.010638298,0,1.840425532,2.225806452,3.457446809,2.563829787,1.765957447,4.12,1.521276596,2.776595745,4.808510638,3.54,2.106382979,1.638297872,2.35106383,3.627659574,2.393617021
BM-011,29.02173913,0,1,0,0.97826087,0,0,0.010869565,0.010869565,2.131868132,3.186813187,2.869565217,1.97826087,2.77173913,3.88,1.793478261,2.326086957,4.913043478,3.680851064,2.565217391,1.989130435,3.119565217,3.263736264,2.608695652
BM-012,36.21428571,0,1,0,0.392857143,0.107142857,0.428571429,0.071428571,0,1.607142857,1.571428571,2.5,2.678571429,1.642857143,2.964285714,1.407407407,2.642857143,4.296296296,1.815789474,2.178571429,1.392857143,1.678571429,3.75,2
BM-013,22.97752809,0.011235955,0.988764045,0.011235955,0.887640449,0.02247191,0.02247191,0.056179775,0,2.157303371,2.02247191,2.707865169,3.590909091,1.741573034,2.92,2,2.775280899,4.426966292,3.418604651,2.539325843,1.887640449,1.921348315,3.550561798,3.078651685
BM-015,27.86021505,0,1,0,0.913978495,0.032258065,0.021505376,0.032258065,0,2.150537634,3.52688172,2.569892473,1.989247312,2.870967742,2.807692308,1.505376344,1.677419355,4.88172043,2.869565217,2.978494624,1.663043478,2.946236559,2.88172043,3
BM-016,24.72043011,0,1,0.032608696,0.554347826,0.184782609,0.065217391,0.152173913,0.010869565,1.923076923,2.538461538,2.956043956,2.333333333,2.384615385,3.148148148,1.6,2.582417582,4.824175824,2.217391304,2.538461538,1.747252747,2.477777778,3.483516484,3.021978022
BM-017,32.8172043,0,1,0,0.836956522,0.054347826,0.032608696,0.065217391,0.010869565,2.758241758,3.076923077,2.945054945,2.065934066,2.824175824,3.5,1.901098901,2.241758242,4.966666667,3.4,3.142857143,2.076923077,3.088888889,3.285714286,2.681318681
BM-018,28.79591837,0,1,0,0.683673469,0.214285714,0.030612245,0.071428571,0,2.153061224,2.907216495,3.551020408,2.020408163,2.367346939,3.806451613,1.489795918,1.948979592,5.216494845,2.894736842,3.275510204,1.653061224,2.653061224,3.275510204,2.418367347
BM-019,21.61363636,0.011494253,0.988505747,0,0.988636364,0,0,0.011363636,0,1.681818182,1.613636364,3.875,2.897727273,1.579545455,2.68,1.693181818,3.522727273,4.920454545,4.152173913,1.943181818,1.602272727,2.011363636,3.988636364,2.193181818
BM-020,35.29069767,0,1,0.023255814,0.918604651,0.011627907,0.011627907,0.034883721,0,2.166666667,2.104651163,2.729411765,1.965116279,1.872093023,2.416666667,1.639534884,2.73255814,4.744186047,3.152173913,2.858823529,1.729411765,1.988372093,3.779069767,2.558139535
BM-021,36.88947368,0,1,0,0.978947368,0.010526316,0,0.010526316,0,2.11827957,1.957446809,3.095744681,2.659574468,1.808510638,2.714285714,1.755319149,3.063829787,4.784946237,4.136363636,2.819148936,1.79787234,2.042553191,3.872340426,2.287234043
BM-022,33.10989011,0,1,0,1,0,0,0,0,2.111111111,2.411111111,3.791208791,1.89010989,2.087912088,4.074074074,1.692307692,2.406593407,5.1,3.795918367,2.736263736,1.879120879,2.472527473,3.747252747,2.318681319
BM-023,23.17021277,0.063829787,0.936170213,0,0.978723404,0,0.010638298,0,0.010638298,2.709677419,2.752688172,2.182795699,2.225806452,2.52173913,2.230769231,2.204301075,1.956989247,4.043010753,3.70212766,3.258064516,2.258064516,2.655913978,2.817204301,3.161290323
BM-024,21.64583333,0.010416667,0.989583333,0,0.625,0.135416667,0.104166667,0.125,0.010416667,2.197916667,2.427083333,2.989473684,2.864583333,2.3125,2.785714286,2.322916667,2.34375,4.197916667,2.14893617,2.822916667,1.9375,2.375,3.463157895,3.15625
BM-025,37.61979167,0.010638298,0.989361702,0,0.979166667,0.010416667,0,0.010416667,0,1.849462366,3.440860215,2.64516129,1.408602151,2.967741935,4.448275862,1.365591398,1.838709677,5.423913043,4.125,2.945652174,1.641304348,3.247311828,2.913978495,3.064516129
BM-026,26.98924731,0,1,0,0.967741935,0.021505376,0,0.010752688,0,1.666666667,2.673913043,3.903225806,2.282608696,2.204301075,3.724137931,1.456521739,2.77173913,5.5,3.770833333,2.301075269,1.741935484,2.516129032,3.666666667,2.064516129
BM-027,24.14814815,0,1,0.037037037,0.037037037,0.259259259,0.37037037,0.296296296,0,1.444444444,1.423076923,3.925925926,2.740740741,1.407407407,2.555555556,1.666666667,3.333333333,4.62962963,1.530612245,1.407407407,1.555555556,1.555555556,3.703703704,2.37037037
BM-028,24.36170213,0.010638298,0.989361702,0.021276596,0.882978723,0,0.021276596,0.074468085,0,1.731182796,2.268817204,3,3.107526882,2.043010753,2.703703704,2,2.311827957,4.623655914,3.314814815,2.591397849,1.688172043,2.11827957,3.569892473,2.784946237
BM-029,29.84615385,0,1,0,0.978021978,0,0,0.021978022,0,2.066666667,2.076923077,3,2.211111111,1.855555556,3.214285714,1.681318681,3.054945055,4.922222222,4.041666667,2.351648352,2,2.285714286,3.538461538,2.644444444
BM-030,25.26041667,0.010416667,0.989583333,0.020833333,0.833333333,0.09375,0.020833333,0.03125,0,1.64516129,1.741935484,3.446808511,2.978723404,1.617021277,2.384615385,1.744680851,3.989361702,5.010638298,3.270833333,1.808510638,1.882978723,2.159574468,3.808510638,2.70212766
BM-031,23.26966292,0.02247191,0.97752809,0.022727273,0.193181818,0.534090909,0.147727273,0.102272727,0,2.193181818,2.741573034,3.539325843,2.561797753,2.329545455,3.148148148,1.831460674,2.534090909,4.93258427,1.942307692,2.707865169,1.853932584,2.471910112,3.629213483,2.674157303
BM-032,34.54494382,0,1,0,0.988636364,0.011363636,0,0,0,1.793103448,2.397727273,3.295454545,1.988636364,2.011363636,3.304347826,1.715909091,3.022727273,5.238636364,3.666666667,2.215909091,1.977272727,2.397727273,3.659090909,2.215909091
BM-033,39.05154639,0,1,0,0.927835052,0.051546392,0.010309278,0.010309278,0,2.159574468,2.741935484,2.808510638,2.29787234,2.265957447,3.666666667,1.404255319,2.505376344,5.204301075,4.023809524,2.655913978,1.893617021,2.537634409,3.563829787,2.138297872
BM-034,40.60989011,0.021978022,0.978021978,0,0.956043956,0.010989011,0.010989011,0.021978022,0,2.322222222,2.370786517,3.144444444,2.266666667,2.177777778,3.888888889,1.7,2.755555556,5.122222222,4.035714286,2.707865169,1.766666667,2.311111111,3.744444444,2.088888889
BM-036,20.86206897,0.023255814,0.976744186,0,1,0,0,0,0,1.860465116,1.965116279,3.435294118,3.166666667,1.952941176,3.217391304,1.848837209,2.941860465,5,3.951219512,2.317647059,1.651162791,2.093023256,3.697674419,2.546511628
BM-037,20.88888889,0,1,0,0.966666667,0.022222222,0,0,0.011111111,2.411111111,2.322222222,4.044444444,2.933333333,2.055555556,2.88,1.755555556,2.382022472,5.066666667,4,3.488888889,1.877777778,2.355555556,3.488888889,2.266666667
BM-038,35.37078652,0.02247191,0.97752809,0,0.97752809,0,0,0.011235955,0.011235955,2.375,3.034090909,2.488636364,1.954545455,2.482758621,4,1.568181818,2.195402299,5.333333333,3.902439024,3.127906977,1.818181818,3.136363636,3.215909091,3.386363636
BM-039,24.8311828,0,1,0,0.989247312,0,0,0.010752688,0,1.934065934,2.322222222,3.230769231,2.450549451,1.888888889,3.730769231,1.56043956,2.681318681,5.362637363,4.413043478,2.274725275,1.758241758,2.43956044,3.593406593,2.142857143
BM-040,26.95238095,0.011904762,0.988095238,0,0.939759036,0,0.012048193,0.036144578,0.012048193,2.192771084,2.120481928,2.963855422,3.686746988,2.084337349,3.181818182,2.144578313,2.506024096,4.457831325,3.784313725,2.890243902,1.975903614,2.21686747,3.710843373,2.710843373
BM-041,30.42352941,0,1,0,0.964705882,0.011764706,0.011764706,0.011764706,0,2.142857143,1.880952381,3.261904762,2.095238095,1.785714286,3,1.571428571,2.607142857,5.21686747,3.782608696,2.845238095,1.666666667,1.94047619,3.69047619,2.25
BM-043,24.71910112,0,1,0,0.93258427,0.033707865,0.033707865,0,0,1.67816092,1.625,4.852272727,2.747126437,1.431818182,3.708333333,1.67816092,3.363636364,5.704545455,3.897435897,2.147727273,1.590909091,1.784090909,4.170454545,2.306818182
BM-044,36.63043478,0,1,0.097826087,0.076086957,0.369565217,0.065217391,0.358695652,0.032608696,2.868131868,1.934065934,2.417582418,2.120879121,1.846153846,2.413793103,1.483516484,2.377777778,4.56043956,1.630434783,2.593406593,2.89010989,2.263736264,3.252747253,2.472527473
BM-045,21.57777778,0,1,0,1,0,0,0,0,1.921348315,3.471910112,3.179775281,2.784090909,2.674157303,3.407407407,1.505617978,1.965909091,5.359550562,4.461538462,2.931818182,1.606741573,2.97752809,3.314606742,2.284090909
BM-046,22.05617978,0.011235955,0.988764045,0,0.921348315,0,0.011235955,0.06741573,0,2.045977011,2.534883721,3.770114943,2.609195402,2.206896552,3.565217391,1.83908046,2.333333333,4.965517241,3.43902439,2.701149425,1.574712644,2.183908046,3.494252874,2.609195402
BM-200,26.48148148,0,1,0,1,0,0,0,0,1.222222222,1.444444444,3.222222222,2.148148148,1.592592593,2.925925926,1.259259259,2.925925926,4.703703704,4.22,1.846153846,1.259259259,1.666666667,4.037037037,1.444444444
BM-201,18.26923077,0,1,0,0.961538462,0,0.038461538,0,0,1.461538462,2.384615385,3.192307692,3.730769231,1.769230769,3.115384615,1.423076923,1.769230769,4.923076923,3.74,2.72,1.269230769,1.730769231,3.461538462,1.384615385
