,Race,Gender,Age,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Luminance_median
WF-013,W,F,26.42391304,92,0.989130435,0.010869565,0,0.010869565,0.032608696,0.010869565,0,0.945652174,1.714285714,1.549450549,3.010869565,1.597826087,2.222222222,4.576086957,3.597826087,1.934782609,3.775510204,1.923913043,4.2,1.75,1.543478261,4.010869565,1.824175824,154.5
WF-014,W,F,36.1,90,0.988888889,0.011111111,0,0,0,0,0,1,1.853932584,2.325842697,1.764044944,2.033707865,2.227272727,4.204545455,3.292134831,2.370786517,3.837209302,2.202247191,4.115384615384615,1.741573034,1.966292135,3.764044944,2.215909091,158
WF-015,W,F,24.21111111,91,0.989010989,0.010989011,0,0,0.021978022,0,0,0.978021978,1.934065934,2.538461538,2.252747253,2.411111111,2.296296296,5.285714286,2.688888889,1.955555556,4.261904762,2.3,4.461538461538462,1.725274725,1.967032967,3.879120879,2.131868132,165.5
WF-016,W,F,25.41111111,88,1,0,0,0,0.590909091,0.022727273,0.022727273,0.363636364,2.04494382,3.426966292,2.539325843,2.775280899,3.954545455,4.528089888,2.629213483,2.488636364,1.875,2.784090909,3.3076923076923075,1.741573034,3.011235955,3.238636364,2.761363636,151
WF-017,W,F,23.30337079,89,1,0,0,0,0.02247191,0,0.02247191,0.95505618,2.168539326,2.292134831,2.808988764,2.08988764,2.653846154,4.359550562,2.786516854,2.404494382,3.818181818,2.494382022,4.153846153846154,1.842696629,2.314606742,3.505617978,2.617977528,163.5
WF-018,W,F,33.86516854,90,1,0,0.011111111,0,0.011111111,0,0.011111111,0.966666667,3.898876404,3.258426966,1.852272727,3.055555556,2.5,5.011235955,1.888888889,1.719101124,3.886363636,2.539325843,3,4.366666667,2.566666667,3.382022472,2.411111111,152.5
WF-019,W,F,28.34782609,92,1,0,0,0,0.25,0.010869565,0.010869565,0.72826087,2.255555556,4.222222222,2.011111111,3.488888889,3.72,3.977777778,1.733333333,2.811111111,2.357142857,3.1,3.269230769230769,1.666666667,3.344444444,3.112359551,2.606741573,161
WF-020,W,F,26.02222222,89,0.988764045,0.011235955,0.011235955,0,0,0,0.011235955,0.97752809,2.505617978,2.617977528,2.573033708,2.875,2.52,4.382022472,2.584269663,2.352272727,3.78,2.954545455,3.84,2.04494382,2.409090909,3.617977528,2.842696629,162
WF-021,W,F,25.69230769,91,0.989010989,0.010989011,0,0,0.021978022,0,0.010989011,0.967032967,2.494505495,3.285714286,2.824175824,2.933333333,2.666666667,4.747252747,2.211111111,2.362637363,3.926829268,3.659340659,4.115384615384615,1.835164835,2.373626374,3.494505495,2.164835165,155.5
WF-022,W,F,19.91397849,92,1,0,0,0,0.032608696,0,0.010869565,0.956521739,2.076086957,1.739130435,3.739130435,1.739130435,1.965517241,5.576086957,3.206521739,1.434782609,3.744680851,2.402173913,4.5,1.826086957,1.43956044,4.163043478,2.391304348,167
WF-023,W,F,32.74193548,93,1,0,0.021505376,0,0.086021505,0.021505376,0.021505376,0.849462366,2.217391304,2.065217391,2.489130435,1.891304348,2.416666667,3.956521739,3.054347826,2.373626374,2.836734694,2.714285714,3.9615384615384617,1.858695652,1.902173913,3.571428571,2.108695652,167
WF-024,W,F,23.93617021,94,1,0,0,0,0,0,0.021276596,0.978723404,1.936170213,2.053191489,2.234042553,1.936170213,2.692307692,5.340425532,2.574468085,1.744680851,4.3125,2.462365591,4.6923076923076925,1.723404255,1.861702128,3.734042553,2.436170213,160.5
WF-025,W,F,28.10869565,92,0.989130435,0.010869565,0,0,0.02173913,0,0,0.97826087,2.782608696,2.72826087,1.793478261,2.380434783,2,4.836956522,2.195652174,1.847826087,3.75,2.923913043,4,2.532608696,2.130434783,3.315217391,2.230769231,149
WF-026,W,F,37.22680412,97,0.979381443,0.020618557,0.030927835,0,0.731958763,0.020618557,0.051546392,0.164948454,2.597938144,2.618556701,1.896907216,2.391752577,3.384615385,2.948453608,1.93814433,3.237113402,1.302325581,3.46875,2.04,1.81443299,2.474226804,3.195876289,3.041666667,142
WF-027,W,F,21.29213483,89,1,0,0,0,0.112359551,0.02247191,0.056179775,0.808988764,1.602272727,1.808988764,2.674157303,1.808988764,2.217391304,5.314606742,3.078651685,1.505617978,3.204545455,1.95505618,4.576923076923077,1.797752809,1.741573034,3.95505618,2.06741573,155.5
WF-028,W,F,27.25,92,0.989130435,0.010869565,0,0.010869565,0,0,0,0.989130435,2.510869565,2.902173913,1.815217391,3.043478261,2.130434783,4.065217391,2.010869565,2.456521739,3.723404255,3.413043478,3.6153846153846154,1.934782609,2.304347826,3.098901099,2.554347826,151
WF-029,W,F,24.36046512,86,1,0,0,0,0,0.011627907,0.011627907,0.976744186,1.952941176,4.647058824,2.588235294,3.752941176,3.32,4.764705882,1.717647059,1.811764706,4.369565217,2.156626506,3.24,1.835294118,3.047058824,3.223529412,2.411764706,154.5
WF-030,W,F,24.17977528,89,0.966292135,0.033707865,0,0,0.078651685,0.02247191,0.033707865,0.865168539,2.550561798,2.157303371,3.101123596,2.02247191,2.076923077,4.202247191,2.280898876,2.191011236,3.558139535,3.280898876,4,1.897727273,1.786516854,3.795454545,2.068181818,174.5
WF-031,W,F,23.23529412,85,0.988095238,0.011904762,0,0,0.023529412,0,0,0.976470588,2.166666667,2.035714286,2.879518072,1.976190476,2.043478261,4.952380952,2.452380952,1.843373494,4,2.869047619,4.346153846153846,1.773809524,1.892857143,3.731707317,1.975903614,166.5
WF-033,W,F,32.04040404,99,1,0,0,0,0.01010101,0,0,0.98989899,1.95959596,2.212121212,2.363636364,2,2.5,4.515151515,2.797979798,2.242424242,3.911111111,2.316326531,4.538461538461538,1.98989899,1.828282828,3.858585859,1.795918367,159
WF-034,W,F,28.11827957,93,0.913043478,0.086956522,0,0,0.23655914,0.053763441,0.193548387,0.516129032,2.139784946,2.462365591,1.849462366,2.182795699,2.714285714,3.322580645,2.333333333,3.225806452,1.979166667,2.64516129,2.769230769230769,1.892473118,2.193548387,3.387096774,3.130434783,143
WF-035,W,F,24.76136364,88,0.977011494,0.022988506,0,0,0.045454545,0,0.011363636,0.943181818,2.068965517,2.390804598,2.620689655,2.183908046,2.652173913,4.126436782,2.413793103,2.574712644,3.3,2.804597701,4.16,1.91954023,2.045977011,3.540229885,2.379310345,146.5
WF-036,W,F,22.64444444,90,0.988888889,0.011111111,0,0,0,0,0,1,2.820224719,2.561797753,3.08988764,2.202247191,2.071428571,4.078651685,1.988764045,2.179775281,3.659090909,3.505617978,3.3076923076923075,1.685393258,1.852272727,3.370786517,2.382022472,145
WF-037,W,F,23.5,96,0.979166667,0.020833333,0.020833333,0,0.25,0.041666667,0.0625,0.625,1.925531915,2.521276596,2.819148936,2.382978723,2.533333333,3.914893617,2.096774194,2.5,2.166666667,2.829787234,3.576923076923077,1.574468085,2.095744681,3.29787234,2.244680851,158.5
WF-038,W,F,28.72282609,92,1,0,0,0,0,0,0,1,2.02173913,2.054347826,2.347826087,1.836956522,2.538461538,4.293478261,2.923913043,2.445652174,4.266666667,2.032608696,4.461538461538462,2.358695652,2.119565217,3.739130435,2.175824176,151
WF-039,W,F,23.72340426,96,1,0,0,0.010416667,0.0625,0.020833333,0,0.90625,2.083333333,2.083333333,3.260416667,1.875,1.851851852,4.59375,2.447916667,2.03125,3.288888889,2.833333333,4.48,2.104166667,1.747368421,3.677083333,1.989473684,163.5
WF-200,W,F,33.04,25,1,0,0.08,0,0.44,0.08,0.12,0.28,2.4,2.28,2.28,1.6,2.2,4.6,2.56,1.92,1.745098039,2.166666667,.,2.8,2.12,3.96,2.12,163
WF-201,W,F,27,22,0.909090909,0.090909091,0.045454545,0,0.045454545,0.045454545,0,0.863636364,1.772727273,3.636363636,1.681818182,3,4.19047619,4.545454545,1.772727273,2.545454545,2.863636364,2.318181818,.,1.428571429,3.090909091,3.090909091,2.619047619,169
WF-202,W,F,27.96551724,29,1,0,0,0,0.103448276,0.068965517,0,0.827586207,2.448275862,2.931034483,2.379310345,2.448275862,2.965517241,4.896551724,2.448275862,1.965517241,2.666666667,3.206896552,.,2.068965517,2.482758621,3.448275862,2.620689655,170
WF-203,W,F,23.55555556,27,1,0,0,0,0.444444444,0.074074074,0.037037037,0.444444444,1.518518519,1.444444444,3.148148148,1.423076923,2.222222222,4.222222222,3.461538462,1.925925926,2.022222222,1.538461538,.,1.444444444,1.481481481,4.518518519,1.740740741,168
WF-204,W,F,25.39285714,28,1,0,0,0,0.071428571,0,0,0.928571429,2.25,2.464285714,3.259259259,2.357142857,2.142857143,3.357142857,1.642857143,2.25,3.173913043,3.392857143,.,1.5,1.888888889,3.071428571,2.035714286,174.5
WF-205,W,F,27.56,24,1,0,0,0,0,0,0,1,1.92,2.583333333,2.375,1.64,3.32,5.56,2.52,1.68,4.47826087,1.84,.,1.96,2.16,3.8,2.625,184
WF-206,W,F,28.06896552,29,1,0,0,0,0.103448276,0.172413793,0,0.724137931,1.931034483,4.068965517,1.931034483,3.172413793,3.620689655,5.571428571,1.689655172,1.827586207,2.542857143,2.607142857,.,1.464285714,3.310344828,2.931034483,2,172
WF-207,W,F,24.875,24,1,0,0,0,0,0,0,1,1.625,1.695652174,2.608695652,1.5,2.375,5.25,3.363636364,1.458333333,4.47826087,1.583333333,.,1.541666667,1.583333333,3.958333333,2.041666667,177
WF-208,W,F,26.44444444,27,0.962962963,0.037037037,0,0,0,0,0,1,2.038461538,1.84,1.740740741,1.653846154,2.230769231,5.074074074,2.333333333,1.444444444,3.674418605,2.444444444,.,1.37037037,1.740740741,3.62962963,1.592592593,174.5
WF-209,W,F,27.79310345,29,0.965517241,0.034482759,0,0,0,0.034482759,0,0.965517241,1.642857143,1.75862069,3,1.620689655,2.137931034,5.275862069,3.689655172,1.448275862,4.352941176,2,.,1.857142857,1.310344828,3.75,2.24137931,172
WF-210,W,F,27.38461538,26,0.923076923,0.076923077,0,0,0,0,0,1,1.730769231,3.653846154,2.115384615,2.423076923,3.692307692,2.730769231,1.923076923,2.961538462,3.311111111,2.423076923,.,1.576923077,3.423076923,2.653846154,2.884615385,167.5
WF-211,W,F,21.55172414,29,1,0,0,0,0.034482759,0.034482759,0,0.931034483,1.931034483,2.275862069,2.275862069,2,2.724137931,5.551724138,2.931034483,1.793103448,3.581395349,1.964285714,.,1.862068966,1.896551724,3.896551724,2.482758621,178
WF-212,W,F,22.96551724,29,1,0,0,0,0,0,0,1,1.275862069,1.413793103,2.034482759,1.379310345,2.310344828,5.517241379,3.206896552,1.142857143,4.235294118,1.586206897,.,1.24137931,1.379310345,3.551724138,2,182
WF-213,W,F,25.65517241,29,1,0,0,0,0,0,0,1,1.448275862,2.592592593,1.896551724,2.482758621,2.862068966,4.142857143,1.75862069,2.103448276,4.066666667,1.689655172,.,1.310344828,2.344827586,3,1.862068966,173
WF-214,W,F,28.34482759,29,0.965517241,0.034482759,0,0,0,0,0,1,1.655172414,1.965517241,1.75862069,2,1.931034483,4.620689655,2.379310345,1.620689655,3.566037736,2.24137931,.,1.642857143,1.75862069,3.555555556,2.24137931,172.5
WF-215,W,F,30.64,25,1,0,0,0,0.04,0.04,0,0.92,1.68,2.28,1.68,2.32,2.36,4.25,2.8,2.24,2.70212766,2.16,.,1.64,1.875,2.96,2.24,171
WF-216,W,F,39.30769231,26,1,0,0,0,0.115384615,0.038461538,0,0.846153846,2.653846154,2,1.615384615,2.653846154,2.076923077,3.692307692,1.52,2.24,2.386363636,3.692307692,.,1.615384615,1.5,3.153846154,1.653846154,170.5
WF-217,W,F,32.88461538,25,1,0,0,0,0.04,0,0,0.96,1.846153846,2.846153846,1.576923077,2.230769231,2.461538462,4.6,1.769230769,1.692307692,3.4375,3,.,1.538461538,1.923076923,3.346153846,2.307692308,167
WF-218,W,F,28.96551724,28,1,0,0,0,0,0,0,1,2,2.448275862,2.24137931,2.24137931,2.571428571,4.655172414,2.448275862,1.827586207,3.175,2.107142857,.,2.178571429,2.034482759,3.103448276,2.068965517,164.5
WF-219,W,F,24.65384615,26,1,0,0,0,0.076923077,0,0,0.923076923,1.846153846,3.115384615,1.884615385,2.461538462,3.153846154,4.807692308,1.730769231,1.961538462,3.289473684,2.115384615,.,1.423076923,2.36,3.269230769,1.807692308,166
WF-220,W,F,24.4137931,28,1,0,0,0,0,0.035714286,0,0.964285714,1.586206897,1.821428571,2.535714286,1.448275862,2.344827586,5.551724138,3.482758621,1.413793103,4.021276596,1.571428571,.,1.821428571,1.551724138,4,2.586206897,174.5
WF-221,W,F,42.32142857,28,0.964285714,0.035714286,0,0,0.142857143,0,0,0.857142857,2,2.111111111,1.392857143,2.321428571,2.192307692,3.678571429,1.642857143,2.392857143,4.387755102,4.178571429,.,1.25,1.928571429,3.392857143,1.5,186
WF-222,W,F,38.8,30,1,0,0.033333333,0,0.1,0.066666667,0,0.8,1.862068966,1.966666667,1.24137931,1.966666667,2.413793103,3.517241379,2.833333333,2.392857143,2.19047619,3.071428571,.,1.310344828,1.62962963,2.896551724,2,160
WF-223,W,F,23.26923077,26,1,0,0,0,0,0.038461538,0,0.961538462,2.384615385,1.730769231,2.923076923,1.576923077,1.708333333,5,2.153846154,1.615384615,3.622641509,3.115384615,.,2.038461538,1.4,3.192307692,2.423076923,182
WF-224,W,F,30.625,24,1,0,0,0,0,0,0,1,1.291666667,2.791666667,1.541666667,2.583333333,2.625,3.625,1.916666667,2.541666667,3.306122449,2.5,.,1.416666667,2.166666667,3.083333333,2.291666667,181.5
WF-225,W,F,26.22222222,27,1,0,0,0,0,0,0.037037037,0.962962963,3.148148148,3.148148148,1.777777778,3.333333333,1.962962963,4.115384615,1.555555556,2.074074074,3.355555556,3.96,.,1.703703704,1.888888889,3.111111111,2.703703704,182
WF-226,W,F,32.23809524,21,1,0,0,0,0.095238095,0,0.047619048,0.857142857,1.619047619,2.095238095,2.333333333,1.8,2.19047619,4.142857143,1.904761905,1.789473684,3.111111111,2.047619048,.,1.333333333,1.7,3.15,1.65,172.5
WF-227,W,F,26.92592593,26,1,0,0,0,0,0.038461538,0.038461538,0.923076923,2,2.740740741,1.888888889,2,3.259259259,4.666666667,2.074074074,1.925925926,3.840909091,2.555555556,.,1.62962963,2.222222222,3.259259259,2.555555556,181.5
WF-228,W,F,36.23076923,26,1,0,0.038461538,0,0,0,0,0.961538462,1.769230769,1.961538462,1.72,1.807692308,2.153846154,5.192307692,3.36,1.807692308,3.5,2.423076923,.,1.384615385,1.461538462,3.884615385,2.153846154,172
WF-229,W,F,22.92,25,0.96,0.04,0,0,0.04,0.16,0,0.8,2.44,1.875,3.32,1.88,2.173913043,3.916666667,1.72,2.291666667,2.468085106,2.708333333,.,1.84,1.583333333,3.2,3.48,180
WF-230,W,F,22.76,25,1,0,0,0,0,0,0,1,2.583333333,3.32,2.52,2.68,3,5.16,1.56,1.64,3.522727273,3.68,.,1.28,2.12,3,1.76,177.5
WF-231,W,F,26.31034483,28,1,0,0,0,0,0,0,1,2.034482759,3.413793103,2.035714286,2.586206897,2.586206897,5.310344828,2.172413793,1.448275862,4.5625,2.724137931,.,1.620689655,2.344827586,3.344827586,1.724137931,176
WF-232,W,F,25.27586207,29,1,0,0,0,0.034482759,0.034482759,0,0.931034483,1.482758621,1.862068966,2,1.642857143,2.068965517,5.034482759,2.379310345,1.275862069,3.395833333,2.214285714,.,1.344827586,1.344827586,3.821428571,1.724137931,175
WF-233,W,F,22.60869565,23,1,0,0,0,0,0,0,1,1.652173913,1.608695652,3.608695652,1.47826087,1.818181818,5.913043478,2.695652174,1.260869565,4.512195122,1.727272727,.,1.782608696,1.565217391,4.173913043,2.52173913,175
WF-234,W,F,22.62962963,27,1,0,0,0,0,0,0,1,2,1.481481481,2.777777778,1.481481481,1.333333333,5.333333333,2.481481481,1.185185185,4.340425532,2.538461538,.,1.222222222,1.259259259,3.592592593,2.333333333,182.5
WF-235,W,F,29.61538462,25,1,0,0,0,0.16,0.2,0.08,0.56,2.5,2.692307692,2.807692308,2.576923077,3.153846154,3.692307692,2.68,2.923076923,1.764705882,2.807692308,.,2.384615385,2.807692308,3.72,3.230769231,168
WF-236,W,F,26.38461538,25,1,0,0,0,0.08,0.16,0.04,0.72,1.692307692,1.576923077,2.615384615,1.72,2.25,5.538461538,3.230769231,1.5,2.888888889,2.076923077,.,1.730769231,1.576923077,3.6,1.884615385,172
WF-237,W,F,39.76923077,26,0.961538462,0.038461538,0,0,0,0,0,1,2.5,2.807692308,1.576923077,2.615384615,2.64,3.807692308,1.653846154,1.923076923,4.044444444,2.576923077,.,1.576923077,2.576923077,2.769230769,1.68,180.5
WF-238,W,F,25.24,25,1,0,0,0,0.04,0.12,0,0.84,1.52,1.416666667,2.48,1.68,2.24,5.6,3.72,1.52,3.391304348,1.72,.,1.72,1.56,3.92,1.88,173.5
WF-239,W,F,27.45833333,24,1,0,0,0,0,0.041666667,0.041666667,0.916666667,2.083333333,3.041666667,1.791666667,2.458333333,2.739130435,4,2.041666667,2.791666667,1.956521739,2.75,.,1.666666667,2.458333333,2.833333333,2.041666667,165.5
WF-240,W,F,44.75862069,29,1,0,0,0,0.620689655,0.206896552,0.034482759,0.137931034,1.862068966,2.517241379,1.214285714,2.24137931,2.689655172,3.206896552,1.517241379,2.310344828,1.11627907,2.689655172,.,1.275862069,2.517241379,2.428571429,3,142
WF-241,W,F,32.68,25,1,0,0,0,0.2,0.08,0,0.72,2.8,1.6,1.92,1.6,1.92,4.6,1.875,1.8,3.265306122,3.32,.,1.72,1.56,3.4,1.72,160.5
WF-242,W,F,27.28571429,28,0.964285714,0.035714286,0.071428571,0,0,0,0.071428571,0.857142857,1.607142857,1.571428571,2.357142857,1.428571429,2.153846154,5.535714286,3.535714286,1.321428571,2.666666667,1.714285714,.,1.714285714,1.392857143,4.214285714,2.214285714,171.5
WF-243,W,F,26.48,25,1,0,0,0,0,0,0,1,2,2.16,2.48,1.72,2.68,5.28,3.583333333,1.56,4.341463415,2.52,.,2.04,2.12,4,2.833333333,173
WF-244,W,F,26.63636364,22,1,0,0,0,0,0,0,1,1.772727273,2.090909091,2.909090909,2,2.454545455,5.363636364,2.318181818,1.5,4.488372093,2.409090909,.,1.238095238,1.863636364,3.909090909,2.227272727,185
WF-245,W,F,35.71428571,28,1,0,0,0.035714286,0,0.178571429,0,0.785714286,1.964285714,2.535714286,1.703703704,2.321428571,2.75,4.607142857,2.111111111,1.666666667,3.113636364,2.481481481,.,1.535714286,2.392857143,3.392857143,2.178571429,158.5
WF-246,W,F,42.82142857,28,1,0,0,0,0.464285714,0.035714286,0,0.5,2,2.5,1.142857143,2,2.740740741,5.071428571,1.678571429,1.464285714,1.652173913,2.285714286,.,1.428571429,1.821428571,3.321428571,1.964285714,162
WF-247,W,F,26.41666667,23,1,0,0,0,0,0,0,1,1.708333333,2.25,2.291666667,2.208333333,2.652173913,4.826086957,2.416666667,1.583333333,3.56097561,2,.,1.708333333,1.875,3.608695652,1.666666667,183
WF-248,W,F,29.44444444,27,1,0,0,0,0,0.037037037,0,0.962962963,2.111111111,1.814814815,2.307692308,1.653846154,2.296296296,3.518518519,2.185185185,2.407407407,3.06,2.62962963,.,1.888888889,1.703703704,3.259259259,2.111111111,185
WF-249,W,F,29.42857143,28,0.964285714,0.035714286,0.035714286,0,0.535714286,0.107142857,0.071428571,0.25,2.035714286,3.392857143,1.964285714,2.464285714,3.357142857,4.37037037,1.925925926,1.888888889,1.571428571,2.821428571,.,1.535714286,2.607142857,3,1.785714286,182
WF-250,W,F,36.8,25,0.96,0.04,0,0,0.04,0.04,0,0.92,1.458333333,1.52,1.44,1.6,1.64,3.208333333,1.84,1.583333333,2.209302326,2.48,.,1.25,1.44,3,3.88,180.5
WF-251,W,F,50.43478261,23,1,0,0,0,0.043478261,0,0,0.956521739,1.565217391,1.913043478,1.173913043,1.782608696,2.130434783,4.869565217,3.565217391,1.260869565,3.159090909,2.043478261,.,1.391304348,1.47826087,3.913043478,1.52173913,161
WF-252,W,F,26.46428571,28,1,0,0,0,0,0.107142857,0,0.892857143,1.571428571,2.214285714,2.214285714,2.035714286,2.321428571,5.107142857,2.785714286,1.392857143,3.7,1.857142857,.,1.75,2,3.285714286,2.535714286,178
WM-001,W,M,16.93548387,93,0.032258065,0.967741935,0,0,0,0,0.010752688,0.989247312,2.548387097,2.247311828,3.591397849,2.182795699,1.857142857,2.096774194,1.967741935,3.580645161,3.857142857,3.494623656,3.730769230769231,1.698924731,1.827956989,3.215053763,2.322580645,162.5
WM-002,W,M,30.43209877,81,0,1,0.024691358,0,0.061728395,0.037037037,0.24691358,0.62962963,2.0375,3.569620253,1.7875,3.025,3.857142857,1.696202532,2.0125,4.875,1.872727273,2.775,3.0384615384615383,1.7875,3.525,2.975,3.3125,156.5
WM-003,W,M,23.3452381,83,0,1,0,0,0,0,0,1,1.987951807,2.445783133,2.879518072,2.180722892,3.36,1.915662651,2.542168675,4.891566265,4.191489362,2.674698795,4.538461538461538,1.891566265,2.56626506,3.578313253,2.638554217,168
WM-004,W,M,25.8172043,93,0,1,0,0,0,0,0.010752688,0.989247312,1.804347826,1.835164835,2.467391304,1.739130435,3.153846154,1.804347826,2.630434783,4.847826087,4.288461538,2.434782609,4.6923076923076925,1.467391304,1.760869565,3.56043956,1.934065934,151
WM-006,W,M,25.64534884,86,0,1,0,0,0.023255814,0.011627907,0.011627907,0.953488372,1.965116279,2.441860465,3.046511628,2.023809524,3.476190476,2.581395349,2.752941176,4.476744186,3.857142857,2.44047619,3.8846153846153846,1.755813953,2.476744186,3.430232558,2.929411765,148.5
WM-009,W,M,23.69565217,92,0,1,0.010869565,0,0.108695652,0,0.010869565,0.869565217,2.119565217,2.782608696,2.912087912,2.380434783,3.346153846,2.032608696,2.260869565,4.72826087,3.487804878,2.391304348,4.36,1.855555556,2.456521739,3.510869565,2.230769231,141.5
WM-010,W,M,27.39784946,93,0.010752688,0.989247312,0,0,0.010752688,0,0.021505376,0.967741935,2.532608696,3.608695652,2.380434783,2.97826087,2.8,1.891304348,1.494505495,3.793478261,3.68,3.858695652,3.44,1.782608696,3.5,2.456521739,2.747252747,148.5
WM-011,W,M,30.98863636,88,0,1,0,0,0.011363636,0,0.011363636,0.977272727,2.045454545,2.75,2.511363636,2.556818182,2.384615385,2.114942529,1.920454545,4.25,3.566037736,3.284090909,4.1923076923076925,1.693181818,2.443181818,3.056818182,2.352272727,150.5
WM-012,W,M,32.14444444,90,0.022222222,0.977777778,0,0,0.044444444,0.011111111,0.011111111,0.933333333,2.483146067,2.842696629,2.5,2.404494382,2.481481481,1.674157303,1.921348315,4.550561798,3.956521739,3.157303371,4.346153846153846,1.786516854,2.505617978,3.359550562,1.886363636,143
WM-013,W,M,32.37931034,87,0,1,0,0,0.011494253,0,0.011494253,0.977011494,2.488372093,2.720930233,2.034883721,2.511627907,2.64,1.802325581,2.117647059,4.325581395,3.58490566,3.476190476,4.423076923076923,1.872093023,2.552941176,3.209302326,1.965116279,143
WM-014,W,M,33.71428571,84,0,1,0,0,0.011904762,0,0.011904762,0.976190476,2.084337349,2.285714286,2.464285714,2.178571429,3.4,1.94047619,3.25,4.869047619,3.630434783,2.416666667,4.346153846153846,1.833333333,2.333333333,3.80952381,1.880952381,137.5
WM-015,W,M,23.37209302,86,0,1,0,0,0,0,0,1,2.127906977,2.627906977,2.976744186,2.197674419,3.043478261,2.313953488,2.174418605,4.302325581,3.943396226,2.588235294,4.346153846153846,1.882352941,2.38372093,3.313953488,2.395348837,159
WM-016,W,M,30.39534884,86,0.011627907,0.988372093,0,0,0.034883721,0,0,0.965116279,2.104651163,3.174418605,1.848837209,2.523255814,4.125,1.406976744,2.11627907,5.209302326,4.01754386,2.61627907,4.5,1.61627907,3.058823529,3.081395349,1.953488372,144
WM-017,W,M,23.58510638,94,0,1,0,0.010638298,0,0,0,0.989361702,2.35106383,2.752688172,2.670212766,2.361702128,3.62962963,1.670212766,2.340425532,4.468085106,4.106382979,3.095744681,4,1.946236559,3.117021277,2.806451613,2.585106383,150.5
WM-018,W,M,36.16304348,92,0,1,0,0,0.010869565,0,0,0.989130435,1.89010989,2.444444444,1.78021978,2.142857143,3.518518519,1.56043956,2.395604396,5.032967033,3.406779661,2.588888889,4.230769230769231,1.7,2.703296703,3.388888889,2.617977528,129.5
WM-019,W,M,25.10869565,92,0,1,0,0,0.217391304,0,0.054347826,0.72826087,2.260869565,3.5,2.445652174,2.793478261,3.928571429,1.673913043,1.75,4.760869565,2.288888889,2.695652174,3.5384615384615383,1.692307692,3.456521739,2.695652174,2.555555556,143.5
WM-020,W,M,34.96590909,88,0,1,0.011363636,0,0.022727273,0,0,0.965909091,2.420454545,2.431818182,2.227272727,2.204545455,2.592592593,1.818181818,2.238636364,4.579545455,4.28,3.238636364,4,1.875,2.568181818,3.068181818,2.227272727,149.5
WM-021,W,M,29.11627907,85,0.011627907,0.988372093,0.011764706,0,0.094117647,0.035294118,0.094117647,0.764705882,2.176470588,3.2,1.670588235,2.329411765,3.958333333,1.423529412,1.976470588,5.294117647,2.22,2.535714286,3.3076923076923075,1.988235294,3.258823529,3,2.404761905,130.5
WM-022,W,M,29.06451613,93,0,1,0,0,0.505376344,0.010752688,0.043010753,0.440860215,1.967032967,3.065217391,2.717391304,2.52173913,3.172413793,1.619565217,2,4.879120879,1.941176471,2.880434783,2.8846153846153846,1.72826087,3.10989011,3.010989011,2.086956522,142
WM-023,W,M,37.59340659,91,0,1,0.010989011,0,0,0,0,0.989010989,1.89010989,1.758241758,1.791208791,1.78021978,2.5,1.626373626,3.388888889,4.549450549,3.826923077,2.307692308,4.153846153846154,1.703296703,1.9,3.811111111,2.230769231,135.5
WM-024,W,M,20.81707317,82,0,1,0.012195122,0,0.024390244,0.012195122,0.024390244,0.926829268,2.426829268,1.93902439,3.609756098,1.901234568,2.28,2.219512195,2.890243902,3.951219512,3.269230769,2.585365854,4.3076923076923075,2.182926829,1.817073171,3.780487805,1.913580247,155
WM-025,W,M,21.12359551,89,0.011235955,0.988764045,0,0,0.011235955,0,0,0.988764045,2.227272727,1.931818182,3.102272727,1.793103448,1.791666667,2.75862069,2.818181818,3.715909091,4.137254902,2.443181818,3.8846153846153846,1.886363636,1.784090909,3.488636364,2.681818182,151.5
WM-026,W,M,25.68604651,86,0,1,0,0,0.011627907,0.011627907,0,0.976744186,2.011627907,2.372093023,2.209302326,2.11627907,3.230769231,2.406976744,2.534883721,4.162790698,4.0625,2.569767442,3.8846153846153846,1.918604651,2.523255814,3.174418605,3.26744186,148.5
WM-028,W,M,24.92682927,81,0.012345679,0.987654321,0.086419753,0,0.148148148,0.049382716,0.296296296,0.419753086,2.525,2.5625,2.55,2.5375,2.636363636,2.2,2.6375,4.2625,2.022222222,3.075,3.4615384615384617,2.3875,2.4125,3.55,2.9,145
WM-029,W,M,28.5862069,87,0.011494253,0.988505747,0.011494253,0,0.022988506,0.011494253,0,0.954022989,1.885057471,1.770114943,2.494252874,1.655172414,2.821428571,1.609195402,2.666666667,5.206896552,3.76,2.275862069,4.5,1.655172414,1.827586207,3.701149425,2.045977011,142
WM-031,W,M,21.73563218,86,0,1,0,0,0.011627907,0,0,0.988372093,2.287356322,2.712643678,3.482758621,2.195402299,2.928571429,2.137931034,2.471264368,4.081395349,4.25,2.482758621,4.653846153846154,1.735632184,2.476744186,3.390804598,2.011627907,163
WM-032,W,M,25.49425287,87,0,1,0,0,0,0,0,1,1.816091954,1.850574713,3.252873563,1.88372093,3.12,1.885057471,3.686046512,4.517241379,3.933333333,2.058139535,4.038461538461538,1.954022989,2.186046512,3.563218391,2.73255814,161.5
