dataset,img_num,nose_width,nose_length,lip_thickness,face_length,eye_height,eye_width,face_width_prom,face_width_mouth,forehead_length,distance_btw_pupils,dist_btw_pupils_top,dist_btw_pupils_lip,chin_length,length_cheek_to_chin,brow_to_hair,fWHR,face_shape,heartshapeness,nose_shape,lip_fullness,eye_shape,eye_size,upper_head_len,midface_len,chin_size,forehead_height,cheek_height,cheek_prominence,face_roundness
gs,18,26.0192236625,48.0104155366,19.0498756211,200.089979759,6.7589172119,25.5783410144,158.012657721,138.032604844,70.1783442381,70.0017856915,74.5943194888,66.1994017545,47.0106370942,111.081625764,53.5840461332,1.9140398792,0.7897079999,1.1447487925,0.5419495618,0.0952065448,0.2642437681,0.0337793888,0.3507339264,0.3308481606,0.2349474829,0.2677997479,0.5551583637,0.0998553396,0.6898526603
gs,19,27.0185121722,49.0917508345,16.0355339059,201.062179437,9.0069390943,29.0859978657,157.028659805,127.015747055,73.0068489938,72.0069441096,81.5138025122,65.389100104,43.0116263352,103.412004395,55.5360243446,1.81523893,0.7809955122,1.2362928491,0.5503676629,0.0797541037,0.3096658102,0.0447967844,0.3631058273,0.3252182996,0.2139220139,0.2762131819,0.5143284763,0.1492717966,0.6317237156
gs,20,30,53.0094331228,19,201.009950002,10.796436286,27.5181818122,143.055933117,115.108644332,80.0062497559,65.0076918526,83.7559699365,65.12380266,35.0570962859,102.834531642,59.0084739677,1.644212459,0.7116858301,1.2427905302,0.5659370084,0.0945226841,0.392338286,0.0537109545,0.3980213405,0.3239829802,0.1744047809,0.2935599654,0.5115892603,0.1390343552,0.5726514749
gs,21,27,52,13.0495097568,199.06280416,7.0178344238,23.108277938,137.091210513,115.06954419,76.1051903618,56.5199079971,75.8308149765,71.1485956694,42.0119030752,106.245403104,57.1401785086,1.55775409,0.6886832078,1.1913770188,0.5192307692,0.0655547369,0.3036935267,0.0352543734,0.3823174836,0.3574178309,0.2110484842,0.2870459841,0.5337280541,0.1106267262,0.5780564816
gs,22,26.0192236625,51,18,201.089532298,7.5083240946,26.0480166417,149.013422214,123.146254511,71.2530701093,67.007462271,76.1482928239,68.0924132262,42.0119030752,104.511390081,50.8551865595,1.6649544382,0.7410302292,1.2100524113,0.5101808561,0.0895123669,0.2882493588,0.0373382145,0.3543350531,0.3386173932,0.2089213824,0.2528982289,0.5197256609,0.1286350782,0.6123951511
gs,23,29.0172362571,51.0098029794,12,200.089979759,9,26.5188679174,145.013792447,122.065556157,76.3216876124,69,80.3760691997,67.4804201178,45,100.979180917,55.8233821978,1.6384693317,0.7247429013,1.1879992769,0.568856074,0.0599730182,0.3393810033,0.0449797637,0.3814368301,0.3372503721,0.2248988183,0.2789913931,0.5046688547,0.1146895827,0.6100533185
gs,24,29.0172362571,55.0090901579,17.0311288741,201.022386813,9.5262432936,27.5920034333,148.030402283,120.016665509,79,66.5920415665,80.7561917131,70.3544006476,37,104.790218818,54.0023147652,1.5742348574,0.7363876463,1.2334153899,0.5274989311,0.0847225483,0.3452537731,0.0473889672,0.3929910556,0.3499829137,0.184059102,0.2686383125,0.5212863128,0.1393563036,0.5970313427
gs,25,25.0199920064,54.0370243444,11.1817820439,201.121853611,8.75,28.5442869762,153.326449121,120.266371027,81.0246875958,72.0850192481,85.2631954597,69.4241740712,40,102.451024797,57.5086949948,1.6740999955,0.7623559865,1.2748904603,0.4630157251,0.0555970515,0.3065412006,0.0435059634,0.4028636677,0.3451846372,0.1988844041,0.2859395633,0.5093977753,0.1643783483,0.5979776383
gs,26,29.0172362571,47.0106370942,19,200.089979759,10,29.0172567459,161.19863523,136.36715147,76.0591874792,74.0152011414,80.7639306869,65.1060439782,42.0475920833,104.067975901,55.0363516233,1.8959297799,0.8056307239,1.1820928537,0.6172483091,0.0949572788,0.3446225151,0.0499775152,0.3801249197,0.3253838301,0.2101434171,0.2750580098,0.5201058845,0.1241015856,0.6815291382
gs,27,25,56.0357029045,19.0453610172,201.062179437,10.5297047878,28.0714282244,149.053681605,121.103261723,73.0616178304,71.5,75.5335190495,76.4788906586,34.0147027034,110.973207877,48.0650600749,1.4900712415,0.7413312738,1.2307982418,0.4461441314,0.0947237371,0.375103992,0.0523703902,0.3633782248,0.3803743244,0.1691750423,0.2390557001,0.5519347706,0.1390138113,0.6023174625
gs,28,29,51.0881590978,17.0311288741,201.121853611,9.2776925691,27.5181818122,141.031911283,117.106788872,85.094065598,69.5071938723,87.0359121283,67.2107712214,35,99.5021473271,61.508129544,1.5722464779,0.7012261907,1.2043017543,0.5676462122,0.0846806479,0.3371477314,0.0461297089,0.4230970631,0.3341793545,0.1740238536,0.3058251922,0.4947356319,0.1189583428,0.5822678479
gs,29,29,58.0086200491,13.0495097568,201.062179437,7.8528916366,26.0768096208,149.003355667,124.036285014,74.1687265632,68.5,71.3359131153,82.1604646137,36,118.378314433,53.614363747,1.5125490494,0.7410809735,1.2012884427,0.4999257003,0.0649028564,0.3011446473,0.0390570303,0.368884525,0.4086321199,0.1790490887,0.2666556381,0.5887647034,0.124175868,0.6169051055
gs,30,24.0208242989,52.0864665724,15.5,201.002487547,9.5328176913,27.5356688476,149.053681605,123.004064973,76.1642960973,68.0165421056,78.7980012437,68.4848079954,43.0116263352,106.962742761,52.2900564161,1.6367423842,0.7415514277,1.2117785021,0.4611720833,0.0771134735,0.3461988791,0.0474263667,0.3789221568,0.3407162211,0.2139855425,0.2601463149,0.5321463633,0.1295984789,0.6119529488
gs,31,25.0199920064,49,15.5967664033,200.00999975,9,26.0192236625,148,118.004237212,78.0256368125,71.0070419043,80.7515479728,71.7424472419,36.1247837364,102.207539122,58.5,1.6532185607,0.7399630028,1.2541922519,0.5106120818,0.0779799331,0.3458980989,0.0449977502,0.3901086791,0.3586943019,0.1806148882,0.2924853761,0.5110121456,0.1499713156,0.5899916872
gs,32,27.0739727414,52.038447325,23,200.062490237,11.0276472007,29.5332963784,155.157984003,128.140547837,70.0071424927,69.5880736908,73.5017006606,71.4631508934,39.0128184063,113.121604551,45.0444225182,1.6317961099,0.7755475992,1.210842209,0.5202686501,0.1149640793,0.3733970993,0.0551210134,0.3499263776,0.3572041456,0.1950031631,0.2251517637,0.5654313531,0.1350449859,0.6405026134
gs,33,26.0192236625,53,20.0276925691,201.009950002,9.5262432936,29.0086181285,149.013422214,123.016259088,76.0591874792,69.0072459963,81.0651743969,69.795207269,36.0555127546,102.532922006,53.0848377599,1.5852491725,0.7413236122,1.2113311144,0.4909287483,0.0996353293,0.3283935571,0.0473918992,0.3783851868,0.3472226488,0.1793717811,0.2640905973,0.5100887892,0.1293327177,0.6119908944
gs,34,30,57,11.0827625303,200.002499984,8.7862497865,28.0713376952,153.003267939,121,73.0068489938,70.5017730274,75.501655611,74.6106012255,42.0119030752,109.831679981,52.0096144958,1.6104714948,0.7650067772,1.2644898177,0.5263157895,0.05541312,0.3129971889,0.0439306998,0.3650296821,0.3730483431,0.2100568897,0.2600448219,0.5491515356,0.1600143395,0.6049924376
gs,35,31.1448230048,52.0864665724,18.0810044953,202.089089265,9.0346316634,31.1365620274,168.582324103,142.351677194,85.023526156,77.273863628,88.2514164192,66.6016756915,36.0138862107,112.708809418,59.5524978485,1.8593575858,0.8341980496,1.1842665111,0.5979446304,0.0894704636,0.2901615039,0.0447061823,0.4207229914,0.3295659154,0.1782079693,0.2946843794,0.5577184292,0.1297974423,0.7044006072
gs,36,29.0172362571,53.0094331228,15,201,10,27.0092560861,143,117,77,67.0167889413,78.7515872856,71.7918240788,39.0128184063,101.20524136,58.5021367131,1.6157934217,0.7114427861,1.2222222222,0.547397596,0.0746268657,0.3702434443,0.0497512438,0.3830845771,0.3571732541,0.1940936239,0.2910554065,0.5035086635,0.1293532338,0.5820895522
gs,37,24,51,18.0311288741,200.159936051,8.5366572836,26.5369863707,137.014597762,114.004385881,82.7345151675,61.0327780787,84.9264387573,66.2327304776,34.1320963318,101.409683232,59.1882589708,1.530507271,0.6845255872,1.2018361987,0.4705882353,0.0900836063,0.3216890254,0.0426491807,0.4133420344,0.330899039,0.1705241169,0.2957048255,0.5066432635,0.1149591289,0.5695664584
gs,38,27.0185121722,46.0108682813,17,200.039996001,6.3423292192,26.5955084144,155.012902689,132.003787824,73.1710325197,67.5906798309,81.5551960331,60.392569914,46,98.422037499,52.7873090809,1.8341832546,0.774909547,1.1743064744,0.5872202195,0.0849830051,0.2384736972,0.0317053057,0.3657820135,0.3019024751,0.2299540138,0.2638837739,0.492011795,0.1150225721,0.6598869749
gs,39,30,55.0090901579,14.5,200.002499984,8,26.0192236625,145.003448235,118,81.1541742611,69.0018115704,82.1233827847,71.4517261202,36.0555127546,105.320436033,63.6965462172,1.6567495385,0.7250081786,1.2288427817,0.54536441,0.0724990938,0.3074649768,0.0399995,0.4057657993,0.357254165,0.1802753103,0.3184787501,0.5265955978,0.1350155535,0.5899926251
gs,40,31.0161248385,49.040799341,16.5912568863,201.009950002,7.0710678119,26.5188679174,148.12157169,123.036579926,77.0064932327,73.0427956749,80.75,65.8187448476,36,104.360494288,55.0567888639,1.7209192666,0.7368867645,1.2038823883,0.632455532,0.0825394807,0.2666428987,0.0351777005,0.3830979175,0.3274402329,0.1790956119,0.2739008137,0.5191807385,0.1247947764,0.6120919881
gs,41,25,48,16,200.039996001,9.0276925691,26.5,148.013512897,121.037184369,77.1621668954,65.5019083691,80.796813056,68.4685325224,39.0512483795,104.475891771,56.0802995712,1.6441886653,0.7399195954,1.222876372,0.5208333333,0.0799840048,0.3406676441,0.0451294379,0.3857336955,0.3422742146,0.1952172024,0.2803454344,0.5222750143,0.1348546744,0.605064921
gs,42,24.0208242989,51.0098029794,15,200.062490237,8.8226082197,25.5484008136,141,116.017240098,87.2811548961,63.5019684734,89.101416936,68.9734598161,30.1496268634,101.77425167,62.8370909575,1.5243020557,0.7047797907,1.2153366162,0.4709060395,0.0749765735,0.3453291767,0.0440992622,0.4362694616,0.3447595785,0.1507010476,0.3140873178,0.5087123106,0.1248747822,0.5799050085
gs,43,29.0172362571,53.0094331228,15.0355339059,202.039600079,8.0078048855,28.5356688476,159.078596926,139.014387745,69.0289794217,66.5469758892,75.2504152812,69.7615570555,46.0977222865,109.276624499,46.5429908794,1.6653793057,0.7873634518,1.144331889,0.547397596,0.0744187471,0.2806243978,0.0396348284,0.3416606417,0.3452865529,0.2281618171,0.2303656851,0.540867357,0.0993082998,0.688055152
gs,44,28.0178514522,49.0917508345,15.5666627801,201.062179437,7.7583240946,24.5204081527,140.032139168,116.068945028,71.0281634283,61.5325117316,75.501655611,68.9738616194,46.0434577329,103.256234515,53.5840461332,1.6161709043,0.6964618585,1.2064565516,0.5707242251,0.0774221329,0.3164027306,0.0385866905,0.3532646648,0.3430474185,0.2290010874,0.2665048508,0.5135537415,0.119183002,0.5772788565
gs,45,32,52.0096144958,13.5413812651,202.089089265,9.5062460986,31.5158730129,168.047612301,140.0571312,67.0671305484,78.5397988284,71.0356424621,74.4855921496,49.0102030194,115.002296684,48.0234317807,1.8063110465,0.8315521284,1.1998504529,0.6152708554,0.0670069884,0.3016335957,0.047039878,0.3318691315,0.368577999,0.2425178083,0.2376349557,0.5690673213,0.1385056521,0.6930464762
gs,46,26.0192236625,51.0392006207,14.5,198.063121252,10.3282386695,28.0890535665,144.170038496,119.067207912,77.0064932327,70.1141925718,80.5062109405,71.239360931,34.2344855372,104.925861355,56.1092683966,1.5319693646,0.7278994574,1.2108290857,0.5097890121,0.0732089846,0.3676962146,0.0521461977,0.3887977365,0.3596800883,0.1728463397,0.2832898323,0.5297597084,0.1267415682,0.6011578893
gs,47,29,55.0363516233,13.0710678119,199.002512547,7,25.0499322072,152.029602381,127.003936947,68.0294054068,66.0473315131,70.7517667624,74.2270851696,43.0116263352,114.032744809,52.0216301167,1.670024873,0.7639582055,1.1970463754,0.5269244626,0.0656829285,0.279441874,0.0351754353,0.3418519924,0.3729957186,0.2161360969,0.2614119262,0.5730216335,0.125755525,0.6382026806
gs,48,27.0185121722,52.0864665724,13.0622577483,202.022275999,6.585416016,24.1037987719,144.124945794,123.036579926,81.0987052918,64.0956316764,82.2959598036,70.3601978591,39.0512483795,107.879605903,62.6996810199,1.6444595938,0.7134111577,1.1713991553,0.5187242282,0.0646575121,0.2732107117,0.0325974746,0.40143447,0.3482794039,0.193301695,0.3103602348,0.5339985671,0.1043863394,0.6090248183
gs,49,30,58,14,203.002463039,8.2578048855,28.0178514522,163.003067456,135.033329219,79.0063288604,68,79.0098886216,78.0456390018,35.0142828,113.901699437,59.5336039561,1.7068384027,0.8029610332,1.2071321088,0.5172413793,0.0689646805,0.294733695,0.0406783482,0.3891890161,0.3844566112,0.172482059,0.2932654268,0.5610853077,0.13778029,0.6651807431
ngs,0,28,49,19.5,201.039797055,9.0069390943,26.0369863707,147.013604813,120,80.1560977094,64.0312423743,82.5639903348,66.1725328809,35,105.521700519,57.6389625167,1.6426101096,0.731266182,1.2251133734,0.5714285714,0.0969957207,0.3459286327,0.0448017717,0.3987076135,0.3291514111,0.1740948833,0.2867042415,0.524879661,0.1343694393,0.5968967426
ngs,1,29.0172362571,58,19.5,201.002487547,9.8011811042,26.5476608965,151.082758778,124.016127983,77.1038261048,69.5,79.0478494331,74.7618016952,31.1448230048,106.794209388,50.6581681469,1.5033110326,0.751646214,1.2182508939,0.5002971768,0.0970137247,0.3691918901,0.0487614916,0.3835963776,0.371944659,0.1549474506,0.2520275682,0.5313078992,0.1346581882,0.6169880259
ngs,2,31.1448230048,55.1452627158,15.5909190441,201.121853611,7.0794552658,25.1589889012,140.431477953,115.277925033,81.2219182241,65.7742350773,82.1100633297,71.4349717115,34.2344855372,105.158446452,61.3453339709,1.5562961752,0.6982407701,1.2181992165,0.5647778516,0.0775197661,0.2813887034,0.035199831,0.4038443201,0.3551825445,0.1702176314,0.3050157547,0.5228593739,0.1250662346,0.5731745356
ngs,3,26,47,14.0413812651,200.00999975,8.5,26.5188679174,152.029602381,131.034346642,75.0599760192,65,76.0148011903,68.4064062103,46,107.170242191,54.5206382941,1.7780936006,0.7601100074,1.1602271181,0.5531914894,0.0702033962,0.3205265031,0.0424978752,0.3752811165,0.3420149307,0.2299885009,0.2725895623,0.5358244204,0.1049710303,0.6551389771
ngs,4,23,46,13.0495097568,198.010100752,8.2884754656,24.0208242989,133.06013678,114.004385881,77.0259696466,59.5336039561,80.0062497559,66.194503397,41.1946598481,103.470469758,59.0529423484,1.547184744,0.6719866122,1.167149279,0.5,0.065903253,0.3450537485,0.0418588518,0.3890002043,0.3342986198,0.2080432245,0.2982319696,0.5225514727,0.0962362568,0.5757503554
ngs,5,28.0178514522,49.040799341,14.5,201.002487547,6.5192024052,25.5484008136,151.082758778,127.035428129,78.0256368125,65.0480591563,83.0135531103,64.2105438105,42,104.663558071,57.5543221661,1.7458924601,0.751646214,1.1892962538,0.5713171855,0.0721384107,0.2551706642,0.0324334414,0.3881824437,0.3194514884,0.2089526379,0.2863363676,0.5207077751,0.1196369803,0.6320092337
ngs,6,30.0665927567,51.2445119013,19.0453610172,201.039797055,9.0620718977,27.2304217712,153.062078909,134.536240471,82.1522975942,66.8674061109,86.6043445792,62.9264377187,37.1214223865,102.11621738,57.9870675237,1.7233377156,0.761352136,1.1377014727,0.5867280542,0.0947342829,0.3327921974,0.04507601,0.4086369903,0.3130048808,0.1846471342,0.2884357643,0.5079403127,0.0921501052,0.6692020308
ngs,7,23,53,15.0413812651,200,10.5475115549,25.6280831224,136.014705087,109,79.0569415042,62.0020160963,81.5245361839,71.9265864942,37.0135110466,102.45189245,56.5795899596,1.4546195358,0.6800735254,1.2478413311,0.4339622642,0.0752069063,0.4115606893,0.0527375578,0.3952847075,0.3596329325,0.1850675552,0.2828979498,0.5122594623,0.1350735254,0.545
ngs,8,31.1448230048,51.3517283059,19.0764898913,201.15914098,8.0311288742,27.0923337933,157.384878562,133.375410027,80.024996095,69.2188558126,82.2594979318,67.4474396776,36.0138862107,109.550871777,55.6102508536,1.7314392848,0.7823898919,1.180014206,0.6064999959,0.0948328264,0.2964354764,0.0399242552,0.397819337,0.3352939337,0.1790318155,0.2764490372,0.5445980294,0.1193555929,0.663034299
ngs,9,25,51.0881590978,13,200.089979759,10.0311839092,25.0099960032,142.22517358,117.209214655,68.0073525437,66.0018939122,70.5,74.5416267848,48.0104155366,104.546541858,49.002550954,1.5448082986,0.7108060771,1.2134299679,0.4893501829,0.0649707697,0.4010869857,0.0501333646,0.3398838494,0.3725405284,0.2399441271,0.2449025734,0.5224976382,0.1250235467,0.5857825304
ngs,10,28.0178514522,51,17.5,198.040399919,6.0207972894,25.5783410144,148.054044187,123.036579926,82.0548596976,63.5078735276,85.5296001394,63.6182461105,33.0605505096,102.928826184,60.5330488246,1.7116074472,0.7475951586,1.2033335474,0.5493696363,0.0883658082,0.2353865439,0.0304018639,0.4143339426,0.3212387277,0.1669384152,0.3056601019,0.5197365094,0.1263250542,0.6212701044
ngs,11,28.0178514522,53,20.5,198.002525236,8.2811288742,27.5449249337,151.013244452,125,75.0066663704,65,78.0100153826,69.0726654804,35.0570962859,107.932426719,53.0377224247,1.6778213723,0.7626834267,1.2081059556,0.5286387066,0.1035340331,0.300640822,0.0418233498,0.378816716,0.3488473968,0.1770537838,0.2678638687,0.5451063141,0.1313783469,0.6313050798
ngs,12,27,53.0094331228,19.0311288741,202.061871713,9.8011811042,27.5726552183,149.013422214,126.003968191,80.2246844805,64.0019530952,82.5969127752,68.4158733064,36.0555127546,106.951718132,55.6439574437,1.6101093314,0.7374643269,1.1826089635,0.5093433076,0.0941846609,0.3554674378,0.0485058414,0.3970302947,0.3385887339,0.1784379826,0.2753807879,0.5293018283,0.1138733093,0.6235910176
ngs,13,28.0178514522,51.0098029794,22.5249378106,200.159936051,8.8070032612,28.0436979399,145.013792447,120.066648158,76.791926659,68.5018247932,77.3890334608,70.7958810002,34.1320963318,111.297650596,55.7314991724,1.6289572055,0.7244896022,1.2077774692,0.5492640594,0.1125346973,0.3140457182,0.0439998305,0.3836528337,0.3536965608,0.1705241169,0.278434837,0.5560435959,0.1246360525,0.5998535498
ngs,14,29.0172362571,50.0099990002,14,200,9.0346316634,29.5332963784,159.050306507,135.033329219,75.1065909225,70.0446286306,80.7747640046,67.2056757733,44.1021541424,106.103749646,52.6165373243,1.7382287639,0.7952515325,1.1778596249,0.580228691,0.07,0.3059134188,0.0451731583,0.3755329546,0.3360283789,0.2205107707,0.2630826866,0.5305187482,0.1200848864,0.6751666461
ngs,15,27.0739727414,48.0416485979,18.5,201.002487547,9.0276925691,26.0862523283,147.122398023,127.035428129,82.2192191644,67.1192967782,85.1061836766,63.3289139474,37,102.549590777,64.6935081751,1.8263396264,0.7319431705,1.1581210076,0.5635521164,0.0920386619,0.3460708903,0.0449133375,0.4090457793,0.3150653244,0.1840773239,0.3218542664,0.510190655,0.0999339368,0.6320092337
ngs,16,25,49.040799341,19.0498756211,202.039600079,9.0276925691,26.0099960032,146.08559135,122.036879672,81.0555365166,62.0322496771,85.5296001394,64.4996043073,38.0131556175,101.560405156,60.5185921846,1.7071736259,0.7230542492,1.1970610175,0.5097796189,0.0942878308,0.3470855039,0.0446827878,0.4011863837,0.3192423875,0.1881470544,0.2995382695,0.5026757384,0.1190296935,0.6040245557
ngs,17,25,55,15,200.002499984,9.8011811042,25.6759306403,135.133267555,116.068945028,75,61.508129544,76.750407165,73.1926202128,39.0128184063,106.011929261,47.5026315061,1.3581061447,0.6756578921,1.1642499854,0.4545454545,0.0749990625,0.3817264208,0.049005293,0.3749953126,0.3659585266,0.1950616538,0.2375101887,0.5300530207,0.0953204211,0.580337471
ngs,18,31.0161248385,50.0099990002,19.0311288741,199.002512547,9.0276925691,29.0859978657,151.082758778,122.065556157,84.0535543567,72.0850192481,84.7798619956,68.7191297939,30.1496268634,107.944939307,63.1268564083,1.7566575116,0.7592002575,1.2377181863,0.6201984695,0.095632606,0.3103793313,0.0453647165,0.4223743373,0.3453179003,0.1515037498,0.3172163788,0.5424300323,0.1458132475,0.61338701
ngs,19,23,47.0106370942,12,199.010049997,7.5,23.5,138.003623141,122.004098292,79.0253124005,56,80.5388105201,66.5977616119,43.0116263352,100.843749616,62.0503827547,1.6626640862,0.6934505224,1.131139241,0.4892509743,0.0602984623,0.3191489362,0.0376865389,0.3970920685,0.3346452182,0.2161279108,0.3117952222,0.5067269197,0.0803955622,0.6130549603
ngs,20,26,49.0102030194,16.0909190441,201.201391645,9.2776925691,25.5099960032,137.003649586,113.159179919,77.0584193972,62,79.5664030857,68.7524467484,41.0121933088,100.70054744,56.5795899596,1.5648365248,0.6809279422,1.210716176,0.5305017812,0.0799741936,0.3636885152,0.0461114732,0.3829914831,0.3417095985,0.203836529,0.2812087406,0.500496277,0.1185104609,0.5624174813
ngs,21,27.0185121722,49.0917508345,17.1176428864,200.039996001,8.7573465915,28.5433675799,137.233377864,109.16501271,70.0285656,68.6166889321,73.5153045291,70.1742030389,46.0108682813,103.863897827,50.5890304315,1.5838692012,0.6860296971,1.2571186908,0.5503676629,0.0855711019,0.3068084579,0.0437779782,0.3500728204,0.350800862,0.2300083443,0.2528945783,0.5192156564,0.1403137658,0.5457159313
ngs,22,27.0739727414,50.0399840128,14.1036390134,201.009950002,7.2672413065,24.5204081527,140.128512445,117.0683561,70.0642562224,64.0488095127,72.0624728968,69.0675300101,48.0104155366,108.967582862,48.7083155118,1.5644858835,0.697122269,1.1969802696,0.5410467904,0.070163885,0.2963752178,0.0361536397,0.3485611345,0.3436025431,0.2388459653,0.2423179326,0.5421004426,0.114721467,0.582400802
ngs,23,25.0199920064,55.0817574157,13.0622577483,201.062179437,10.262195109,26.5476608965,130.13838788,106.16967552,79.1012010023,62.0181425069,80.2640174674,73.6991880189,38.0525951809,98.692882787,57.008771255,1.3679843623,0.6472544376,1.2257585534,0.4542337278,0.0649662596,0.3865574127,0.0510399078,0.3934166098,0.3665492348,0.1892578469,0.283538015,0.4908575201,0.1192104474,0.5280439903
ngs,24,25.0199920064,51.0098029794,17.0622577483,200,9.0276925691,25.0499322072,139.003597076,114.01754251,73.1095069057,61.0020491459,73.5106284832,69.201676026,45.0444225182,108.82019506,53.5583793631,1.6069511551,0.6950179854,1.2191421953,0.4904937982,0.0853112887,0.3603879042,0.0451384628,0.3655475345,0.3460083801,0.2252221126,0.2677918968,0.5441009753,0.1249302728,0.5700877126
ngs,25,23.0217288664,50.0099990002,20,201.009950002,7.5083240946,25.5196078345,133.06013678,108.041658632,74,60.0187470712,75.7504125401,70.1313342361,39.0128184063,101.734400809,52.5095229458,1.453428152,0.6619579617,1.231563255,0.460342518,0.0994975622,0.2942178478,0.0373529972,0.3681409801,0.3488948395,0.1940840163,0.2612284762,0.5061162435,0.1244638793,0.5374940824
ngs,26,31,54.0370243444,18.0498756211,201,9.513185193,29.5857107569,160.112460477,138.032604844,73.1710325197,73.0427956749,77.6305352294,69.1720930185,41.1096095822,115.000755496,47.3207142803,1.6851842694,0.7965794054,1.1599611603,0.5736807379,0.0898003762,0.3215466166,0.0473292796,0.3640349877,0.3441397663,0.2045254208,0.2354264392,0.5721430622,0.109850028,0.6867293773
ngs,27,32.0156211872,54.0092584656,15.5495097568,201.039797055,9.0139209891,27.5092560861,139.003597076,113.110565377,70.1141925718,66.0075753228,68.7663616894,68.6063638653,43.0116263352,109.149522818,49.5630911062,1.5883791607,0.6914232859,1.2289178877,0.5927802398,0.077345431,0.3276686567,0.0448365006,0.3487577763,0.341257626,0.2139458305,0.2465337303,0.5429249552,0.1287955523,0.5626277336
ngs,28,29.0172362571,54.0092584656,16.0355339059,201.039797055,10.0498756211,27.1843304346,136.014705087,120.004166594,78.0256368125,63.5708266424,78.2983077723,72.2717958487,37.0135110466,103.962551674,56.0200856836,1.4778751607,0.6765561201,1.1334165217,0.5372641114,0.079762983,0.3696936971,0.0499894835,0.3881104038,0.359489996,0.1841103681,0.2786517222,0.5171242371,0.0796386523,0.5969174678
ngs,29,25.0199920064,51,17,202.039600079,10.1052656122,26.0480166417,144.00347218,121,79.0253124005,63.5078735276,79.5141496842,73.4233912918,35.0142828,109.419737414,57.5086949948,1.556430525,0.7127487489,1.1901113403,0.4905880786,0.0841419207,0.3879476027,0.0500162622,0.3911377392,0.363410892,0.1733040591,0.2846407089,0.5415756979,0.1138562548,0.5988924941
ngs,30,26.0192236625,52,15,201.009950002,11.5271304069,29.1118215909,149.003355667,126.003968191,86,70.0071424927,87.7503561246,70.4408348847,32.0624390838,106.183797792,63.5019684734,1.6284276618,0.7412735323,1.1825290727,0.5003696858,0.0746231716,0.3959604648,0.0573460687,0.4278395174,0.3504345675,0.1595067263,0.3159145529,0.5282514512,0.1144191493,0.626854383
ngs,31,29.0688837075,53.0094331228,14,202.022275999,8.5366572836,27.0739727414,153.029408938,132.094663026,81.0246875958,71.0158433027,83.5093557633,70.7774458385,37.0135110466,109.035208383,58.0193933095,1.6106351244,0.7574877977,1.1584829049,0.5483719028,0.0692992886,0.3153086311,0.0422560197,0.4010680862,0.3503447602,0.1832149988,0.2871930485,0.5397187406,0.1036259284,0.6538618693
ngs,32,26,48.0104155366,20.5,201.009950002,9.0690109921,25.0499322072,148.084435374,124.036285014,75.0599760192,65.06919394,77.0198837963,67.9841170518,40.1123422403,108.046981847,53.5840461332,1.7118444006,0.7367020159,1.1938799631,0.5415491557,0.1019850012,0.3620373467,0.0451172243,0.3734142316,0.3382126957,0.1995540133,0.2665740981,0.5375205648,0.1196366168,0.6170653991
ngs,33,29.0172362571,54,18.0311288741,202.002475232,9.565420413,26.5753911811,145.003448235,119.004201606,82.0060973343,72.5068962237,82.5034090205,71.3763842328,35,102.686423238,60.0020832972,1.611124562,0.7178300566,1.2184733503,0.537356227,0.0892619204,0.359935263,0.0473529862,0.4059658043,0.353344107,0.1732652036,0.2970363766,0.5083424009,0.1287075646,0.589122492
ngs,34,30.0166620396,56.0089278598,14.5,201.009950002,8.2578048855,27.0092560861,152.013157325,125,75.0066663704,66.507518372,79.5035376571,70.456391152,39.0128184063,109.45470676,54.0023147652,1.6343375097,0.7562469287,1.2161052586,0.5359263815,0.0721357326,0.3057398123,0.0410815728,0.3731490226,0.350511958,0.1940840163,0.2686549336,0.5445238246,0.134387165,0.6218597637
ngs,35,30.0166620396,52.0096144958,18,200.022498735,9,28.0445945737,144.124945794,119.03780912,79,65.5305272373,80.5003881978,68.8146811499,35.0142828,101.569856392,59.002118606,1.6187429114,0.7205436724,1.2107493145,0.5771367915,0.0899898767,0.320917458,0.0449949384,0.39495557,0.344034704,0.1750517218,0.2949774099,0.5077921586,0.1254215742,0.5951220981
ngs,36,25.0199920064,49.0102030194,23.0249378106,201.009950002,10.298693588,27.5893839264,152.013157325,133,77.1038261048,67.0018656457,78.8071221401,67.4393475059,36.0138862107,106.448958718,54.6122696837,1.7372648633,0.7562469287,1.1429560701,0.5105057818,0.1145462591,0.3732846524,0.0512347453,0.3835821366,0.3355025336,0.1791646941,0.2716893849,0.5295705945,0.0945881402,0.6616587885
ngs,37,27,47.0106370942,19.5764898913,201.022386813,10.0249378106,26.5753911811,145.003448235,123,87.0057469366,65.5,90.0013888782,63.9473243173,33,96.211958252,67.5166646096,1.7575852758,0.7213298505,1.1788898231,0.5743381002,0.0973846257,0.3772263498,0.0498697581,0.4328162068,0.3181104619,0.1641608207,0.3358663962,0.4786131524,0.1094577006,0.6118721499
ngs,38,26.0192236625,47.0425339454,16,202.089089265,8.0389337596,24.551590582,133.093951778,114.070153853,91.0054943396,59.5524978485,91.7530653439,61.8596374597,36.0138862107,97.1328477495,73.5,1.6932675331,0.6585904873,1.166772791,0.5530999604,0.0791730027,0.3274302629,0.0397791577,0.4503236403,0.3061008275,0.1782079693,0.3637009809,0.4806437008,0.0941357002,0.5644547871
