pair_nums,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
438,4.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,7.0,4.0,5.0,1.0,5.0,6.0,4.0,3.0,6.0,6.0,1.0,7.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,5.0,1.0,4.0,7.0,5.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,3.0,4.0,4.0,5.0,5.0
439,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,7.0,4.0,4.0,6.0,2.0,4.0,3.0,4.0,3.0
440,4.0,4.0,1.0,4.0,3.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0
441,6.0,5.0,2.0,6.0,5.0,3.0,3.0,6.0,3.0,4.0,6.0,3.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,4.0,5.0,4.0,3.0,2.0,7.0,6.0,2.0,3.0,5.0,3.0,6.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0
442,5.0,4.0,2.0,4.0,5.0,6.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,3.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,4.0
443,5.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,6.0,2.0,6.0,5.0,7.0,6.0,5.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,4.0,6.0,6.0,5.0,3.0,4.0,3.0,6.0,5.0
444,5.0,5.0,2.0,4.0,4.0,6.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,6.0,4.0,4.0,5.0,3.0,4.0,6.0,5.0,4.0,4.0,7.0,4.0,3.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,2.0,6.0,4.0,6.0,3.0,4.0,5.0
445,5.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,7.0,1.0,2.0,5.0,3.0,2.0,1.0,6.0,1.0,6.0,3.0,4.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,5.0,7.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0
446,6.0,5.0,1.0,3.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,7.0,7.0,3.0,3.0,5.0,5.0,4.0,4.0,7.0,1.0,2.0,3.0,5.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,6.0,2.0,2.0,4.0,5.0,6.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0
447,4.0,5.0,4.0,3.0,4.0,4.0,6.0,4.0,3.0,6.0,6.0,5.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,4.0,5.0,6.0,2.0,3.0,7.0,6.0,3.0,5.0,7.0,3.0,1.0,3.0,7.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,6.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,7.0,2.0,6.0,4.0,5.0,3.0
448,6.0,5.0,3.0,3.0,4.0,6.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,3.0,7.0,6.0,7.0,2.0,3.0,7.0,6.0,3.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,3.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,6.0,5.0,3.0,7.0,6.0,5.0,4.0,6.0,7.0,5.0,6.0,7.0,2.0,3.0,6.0,6.0,3.0
449,5.0,3.0,1.0,5.0,4.0,7.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,6.0,5.0,5.0,3.0,5.0,6.0,5.0,7.0,6.0,3.0,7.0,6.0,2.0,5.0,7.0,2.0,5.0,6.0,7.0,7.0,4.0,3.0,4.0,2.0,4.0,7.0,3.0,5.0,3.0,7.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,7.0,4.0,3.0,7.0,4.0,4.0,2.0,6.0,5.0
450,3.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,2.0,7.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,7.0,6.0,7.0,4.0,4.0,4.0,5.0,3.0,3.0,7.0,3.0,5.0,4.0,6.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,1.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,6.0,6.0,4.0,6.0,3.0,4.0,4.0,5.0,3.0
451,4.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,6.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,6.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0
452,5.0,5.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,5.0,3.0,2.0,4.0,7.0,3.0,7.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,7.0,3.0,3.0,3.0,6.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0
453,6.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,6.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,6.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0
454,5.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,6.0,3.0,4.0,3.0,5.0,2.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0
455,6.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,3.0,6.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0
456,3.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,7.0,1.0,2.0,2.0,5.0,2.0,2.0,6.0,1.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,7.0,2.0,2.0,4.0,5.0,2.0
457,5.0,4.0,2.0,3.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,6.0,4.0,6.0,2.0,3.0,7.0,4.0,2.0,5.0,5.0,2.0,6.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,6.0,5.0,7.0,3.0,5.0,3.0,5.0,4.0
458,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,6.0,7.0,7.0,4.0,4.0,6.0,7.0,6.0,5.0,7.0,4.0,6.0,5.0,7.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0
459,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,5.0,4.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0
460,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,6.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
461,4.0,5.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,1.0,7.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,7.0,5.0,3.0,4.0,5.0,3.0,6.0,3.0,6.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,7.0,4.0,4.0,6.0,3.0,5.0,3.0,4.0,4.0
462,5.0,6.0,5.0,6.0,5.0,4.0,2.0,4.0,4.0,6.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,6.0,6.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,7.0,1.0,4.0,3.0,6.0,2.0
463,5.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,2.0,6.0,6.0,3.0,2.0,2.0,3.0,3.0,6.0,4.0,2.0,5.0,6.0,6.0,2.0,4.0,7.0,5.0,5.0,5.0,7.0,3.0,6.0,4.0,6.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,3.0,3.0,5.0,6.0,4.0
464,3.0,4.0,2.0,4.0,4.0,6.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0,7.0,2.0,4.0,6.0,3.0,4.0,3.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,3.0,6.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,6.0,5.0,6.0,5.0,3.0,3.0,2.0,3.0,3.0
465,4.0,4.0,1.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,7.0,5.0,4.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0
466,5.0,5.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0
467,3.0,4.0,1.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,6.0,3.0,2.0,2.0,6.0,5.0,6.0,4.0,2.0,6.0,6.0,6.0,3.0,4.0,7.0,7.0,4.0,4.0,6.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,6.0,4.0
468,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,6.0,3.0,4.0,6.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
469,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0
470,4.0,4.0,1.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,2.0,6.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,6.0,4.0,5.0,7.0,3.0,5.0,3.0,5.0,3.0
471,4.0,4.0,1.0,3.0,2.0,5.0,5.0,3.0,1.0,4.0,6.0,3.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,4.0,3.0,4.0,6.0,4.0,1.0,6.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,5.0,7.0,5.0,2.0,3.0,3.0,6.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,5.0
472,5.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,7.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
473,6.0,6.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,5.0,6.0,6.0,3.0,4.0,6.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,7.0,3.0,4.0,4.0,5.0,4.0
474,4.0,3.0,2.0,4.0,4.0,6.0,6.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,4.0,6.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,6.0,3.0,6.0,5.0,2.0,4.0,5.0,5.0,5.0
475,4.0,4.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,5.0,6.0,2.0,2.0,7.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0
476,5.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,6.0,4.0,2.0,3.0,4.0,6.0,6.0,5.0,6.0,2.0,2.0,5.0,5.0,2.0
477,6.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,7.0,3.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,3.0,4.0,4.0,3.0,6.0,4.0,5.0,7.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,6.0,7.0,7.0,5.0,5.0,3.0,6.0,5.0,6.0,5.0
478,5.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,6.0,5.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,6.0,6.0,2.0,5.0,7.0,5.0,3.0,4.0,6.0,3.0,5.0,5.0,6.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,6.0,4.0,4.0,5.0,1.0,5.0,3.0,5.0,5.0
479,3.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,6.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,6.0,4.0,4.0,5.0,4.0,7.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0
480,7.0,6.0,3.0,4.0,5.0,6.0,4.0,4.0,3.0,6.0,5.0,5.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,6.0,4.0,7.0,5.0,2.0,7.0,3.0,4.0,5.0,4.0,3.0,6.0,5.0,6.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0
481,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,6.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0
482,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0
483,5.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,5.0,5.0,1.0,4.0,3.0,5.0,2.0,4.0,6.0,1.0,4.0,4.0,6.0,5.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0
484,6.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,3.0,6.0,6.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,6.0,4.0,2.0,3.0,6.0,4.0,6.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,4.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0
485,5.0,6.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,6.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0
486,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,6.0,3.0,1.0,5.0,4.0,7.0,2.0,4.0,5.0,6.0,2.0,3.0,6.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,5.0,1.0,5.0,3.0,7.0,3.0
487,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,4.0,6.0,5.0
488,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
489,5.0,5.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,7.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
490,5.0,5.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,7.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
491,7.0,6.0,4.0,6.0,7.0,5.0,4.0,5.0,3.0,6.0,5.0,6.0,3.0,2.0,4.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,7.0,6.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,4.0,5.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0
492,7.0,6.0,4.0,6.0,7.0,5.0,4.0,5.0,3.0,6.0,5.0,6.0,3.0,2.0,4.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,7.0,6.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,4.0,5.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0
493,3.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,6.0,1.0,2.0,4.0,3.0,1.0,4.0,5.0,1.0,6.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,7.0,5.0,4.0,6.0,3.0,4.0,3.0,5.0,4.0
494,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
