pair_nums,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
393,5.0,4.0,2.0,6.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,2.0,3.0,5.0,3.0,6.0,4.0,2.0,6.0,7.0,6.0,2.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0
394,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,7.0,4.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
395,5.0,4.0,2.0,1.0,2.0,6.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,3.0,3.0,5.0,1.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0
396,3.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,6.0,7.0,7.0,3.0,4.0,5.0,4.0,2.0,2.0,7.0,1.0,4.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,3.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,6.0,4.0,4.0,3.0,5.0,6.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0
397,5.0,6.0,3.0,3.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,4.0,3.0,1.0,3.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,6.0,7.0,5.0,3.0,2.0,3.0,4.0,6.0,3.0,2.0,3.0,6.0,4.0,5.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0
398,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0
399,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0
400,5.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,4.0,4.0,7.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
401,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,2.0,3.0,5.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0
402,2.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,1.0,5.0,2.0,6.0,5.0,1.0,6.0,1.0,7.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,6.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0
403,5.0,5.0,3.0,4.0,6.0,6.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0
404,3.0,3.0,1.0,4.0,4.0,3.0,7.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,7.0,6.0,1.0,1.0,5.0,6.0,3.0,3.0,6.0,1.0,5.0,4.0,2.0,5.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,4.0,4.0,6.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0
405,2.0,3.0,1.0,1.0,2.0,5.0,6.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
406,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,7.0,6.0,3.0,5.0,5.0,5.0,3.0,5.0,7.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,5.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,5.0,4.0
407,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,6.0,2.0,3.0,7.0,4.0,2.0,3.0,6.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0
408,3.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0
409,4.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,4.0,1.0,5.0,3.0,6.0,2.0,1.0,6.0,4.0,1.0,4.0,5.0,2.0,6.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,6.0,6.0,6.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0
410,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
411,5.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,6.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0
412,5.0,6.0,3.0,3.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,6.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0
413,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,7.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,7.0,6.0,5.0,3.0,4.0,6.0,4.0,3.0,4.0,7.0,3.0,6.0,5.0,7.0,6.0,4.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,6.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,6.0,5.0
414,4.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0
415,4.0,6.0,3.0,3.0,4.0,6.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,3.0
416,6.0,6.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0,5.0,6.0,4.0,6.0,4.0,3.0,7.0,7.0,7.0,4.0,4.0,7.0,6.0,5.0,6.0,7.0,4.0,5.0,4.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0
417,,,,,,,,,,,,,,,,4.0,5.0,3.0,4.0,5.0,6.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,7.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0
418,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,2.0,3.0,6.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,2.0,2.0,3.0,5.0,4.0
419,4.0,4.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,1.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,7.0,3.0,2.0,6.0,5.0,3.0,4.0,7.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,6.0,4.0,5.0,2.0,2.0,3.0,5.0,4.0
420,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,1.0,5.0,7.0,6.0,1.0,3.0,6.0,4.0,3.0,4.0,7.0,3.0,6.0,7.0,6.0,6.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0
421,4.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,6.0,5.0,2.0,3.0,2.0,6.0,4.0,3.0,6.0,3.0,6.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,6.0,5.0,3.0,6.0,4.0,2.0,3.0,5.0,4.0
422,6.0,2.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,6.0,4.0,4.0,3.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,6.0,4.0,3.0,4.0,3.0,5.0,3.0
423,6.0,4.0,1.0,4.0,4.0,6.0,2.0,3.0,1.0,4.0,5.0,3.0,1.0,1.0,6.0,1.0,6.0,4.0,2.0,4.0,5.0,4.0,1.0,2.0,5.0,5.0,4.0,2.0,6.0,1.0,5.0,5.0,7.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0
424,3.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0
425,6.0,4.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,6.0,4.0,3.0,4.0,6.0,7.0,4.0,3.0,7.0,5.0,3.0,6.0,7.0,3.0,6.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
426,6.0,5.0,2.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,4.0,4.0,7.0,7.0,5.0,5.0,7.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,6.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0
427,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,2.0,6.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0
428,4.0,3.0,1.0,3.0,3.0,7.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,7.0,2.0,4.0,3.0,2.0,3.0,7.0,3.0,1.0,2.0,4.0,5.0,1.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0
429,3.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0
430,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0
431,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
432,5.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,6.0,5.0,3.0,5.0,7.0,6.0,3.0,3.0,7.0,3.0,4.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0
433,6.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,6.0,6.0,2.0,3.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,4.0,3.0,3.0
434,7.0,6.0,2.0,6.0,6.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,5.0,3.0,7.0,4.0,5.0,7.0,7.0,7.0,3.0,4.0,6.0,6.0,3.0,5.0,7.0,4.0,7.0,7.0,7.0,6.0,5.0,2.0,3.0,2.0,3.0,6.0,3.0,1.0,2.0,4.0,3.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,7.0,4.0,7.0,3.0,6.0,5.0,7.0,6.0
435,6.0,6.0,4.0,4.0,4.0,7.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,7.0,6.0,4.0,6.0,5.0,4.0,7.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,7.0,4.0,5.0,4.0,5.0,5.0
436,6.0,4.0,3.0,6.0,5.0,3.0,3.0,5.0,4.0,6.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,6.0,4.0,4.0,3.0,6.0,2.0,2.0,4.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0
437,6.0,7.0,2.0,6.0,6.0,6.0,4.0,6.0,3.0,7.0,6.0,4.0,3.0,3.0,6.0,4.0,5.0,6.0,2.0,5.0,7.0,6.0,5.0,4.0,7.0,7.0,5.0,6.0,6.0,2.0,7.0,7.0,7.0,4.0,5.0,1.0,2.0,1.0,3.0,6.0,6.0,4.0,6.0,5.0,4.0,4.0,7.0,5.0,2.0,5.0,4.0,6.0,7.0,5.0,6.0,2.0,5.0,4.0,6.0,5.0
438,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,6.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,6.0,6.0,7.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0,3.0,6.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
439,5.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,6.0,6.0,3.0,3.0,6.0,2.0,5.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,6.0,1.0,2.0,2.0,4.0,3.0
440,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
441,7.0,5.0,1.0,2.0,4.0,6.0,7.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,5.0,4.0,5.0,2.0,3.0,7.0,4.0,3.0,2.0,5.0,1.0,5.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0
442,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0
443,5.0,5.0,2.0,2.0,3.0,6.0,3.0,4.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,6.0,2.0,3.0,4.0,3.0,3.0,2.0,6.0,2.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0
444,5.0,5.0,2.0,4.0,5.0,6.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,7.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,6.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0
445,6.0,4.0,2.0,3.0,4.0,7.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0,7.0,4.0,3.0,6.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,7.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0
446,4.0,4.0,1.0,5.0,5.0,7.0,5.0,4.0,3.0,6.0,6.0,5.0,2.0,2.0,5.0,1.0,3.0,2.0,4.0,6.0,5.0,6.0,2.0,2.0,5.0,6.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,7.0,6.0,4.0,5.0,2.0,2.0,4.0,6.0,4.0
447,5.0,3.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,6.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,6.0,4.0,7.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,4.0,5.0,6.0,4.0,3.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,5.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,7.0,5.0,5.0,7.0,2.0,4.0,3.0,5.0,3.0
448,6.0,5.0,2.0,4.0,6.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,6.0,5.0,4.0,6.0,6.0,5.0,3.0,4.0,7.0,3.0,5.0,3.0,4.0,6.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,6.0,2.0,4.0,6.0,6.0,3.0,3.0,4.0,6.0,5.0,4.0,6.0,3.0,4.0,3.0,4.0,3.0
449,6.0,5.0,2.0,6.0,4.0,6.0,3.0,3.0,2.0,7.0,5.0,3.0,2.0,2.0,6.0,2.0,7.0,4.0,2.0,5.0,5.0,6.0,3.0,4.0,7.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,4.0
